stem,path,mother
P2724__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2724__1024__2472___824.png,P2724
P2724__1024__3296___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2724__1024__3296___0.png,P2724
P2724__1024__3296___1432,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2724__1024__3296___1432.png,P2724
P2724__1024__3296___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2724__1024__3296___824.png,P2724
P2724__1024__3517___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2724__1024__3517___0.png,P2724
P2724__1024__3517___1432,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2724__1024__3517___1432.png,P2724
P2724__1024__3517___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2724__1024__3517___824.png,P2724
P2724__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2724__1024__824___0.png,P2724
P2724__1024__824___1432,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2724__1024__824___1432.png,P2724
P2724__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2724__1024__824___824.png,P2724
P2726__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2726__1024__0___0.png,P2726
P2726__1024__0___1578,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2726__1024__0___1578.png,P2726
P2726__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2726__1024__0___824.png,P2726
P2726__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2726__1024__1648___0.png,P2726
P2726__1024__1648___1578,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2726__1024__1648___1578.png,P2726
P2726__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2726__1024__1648___824.png,P2726
P2726__1024__1808___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2726__1024__1808___0.png,P2726
P2726__1024__1808___1578,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2726__1024__1808___1578.png,P2726
P2726__1024__1808___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2726__1024__1808___824.png,P2726
P2726__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2726__1024__824___0.png,P2726
P2726__1024__824___1578,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2726__1024__824___1578.png,P2726
P2726__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2726__1024__824___824.png,P2726
P2733__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2733__1024__0___0.png,P2733
P2733__1024__0___1588,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2733__1024__0___1588.png,P2733
P2733__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2733__1024__0___824.png,P2733
P2733__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2733__1024__1648___0.png,P2733
P2733__1024__1648___1588,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2733__1024__1648___1588.png,P2733
P2733__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2733__1024__1648___824.png,P2733
P2733__1024__1803___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2733__1024__1803___0.png,P2733
P2733__1024__1803___1588,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2733__1024__1803___1588.png,P2733
P2733__1024__1803___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2733__1024__1803___824.png,P2733
P2733__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2733__1024__824___0.png,P2733
P2733__1024__824___1588,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2733__1024__824___1588.png,P2733
P2733__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2733__1024__824___824.png,P2733
P2745__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__0___0.png,P2745
P2745__1024__0___1475,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__0___1475.png,P2745
P2745__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__0___824.png,P2745
P2745__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__1648___0.png,P2745
P2745__1024__1648___1475,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__1648___1475.png,P2745
P2745__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__1648___824.png,P2745
P2745__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__2472___0.png,P2745
P2745__1024__2472___1475,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__2472___1475.png,P2745
P2745__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__2472___824.png,P2745
P2745__1024__2740___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__2740___0.png,P2745
P2745__1024__2740___1475,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__2740___1475.png,P2745
P2745__1024__2740___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__2740___824.png,P2745
P2745__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__824___0.png,P2745
P2745__1024__824___1475,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__824___1475.png,P2745
P2745__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2745__1024__824___824.png,P2745
P2754__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__0___0.png,P2754
P2754__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__0___1648.png,P2754
P2754__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__0___2472.png,P2754
P2754__1024__0___2698,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__0___2698.png,P2754
P2754__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__0___824.png,P2754
P2754__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__1648___0.png,P2754
P2754__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__1648___1648.png,P2754
P2754__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__1648___2472.png,P2754
P2754__1024__1648___2698,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__1648___2698.png,P2754
P2754__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__1648___824.png,P2754
P2754__1024__2433___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__2433___0.png,P2754
P2754__1024__2433___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__2433___1648.png,P2754
P2754__1024__2433___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__2433___2472.png,P2754
P2754__1024__2433___2698,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__2433___2698.png,P2754
P2754__1024__2433___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__2433___824.png,P2754
P2754__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__824___0.png,P2754
P2754__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__824___1648.png,P2754
P2754__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__824___2472.png,P2754
P2754__1024__824___2698,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__824___2698.png,P2754
P2754__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2754__1024__824___824.png,P2754
P2758__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__0___0.png,P2758
P2758__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__0___1648.png,P2758
P2758__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__0___2472.png,P2758
P2758__1024__0___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__0___3296.png,P2758
P2758__1024__0___3322,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__0___3322.png,P2758
P2758__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__0___824.png,P2758
P2758__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__1648___0.png,P2758
P2758__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__1648___1648.png,P2758
P2758__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__1648___2472.png,P2758
P2758__1024__1648___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__1648___3296.png,P2758
P2758__1024__1648___3322,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__1648___3322.png,P2758
P2758__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__1648___824.png,P2758
P2758__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__2472___0.png,P2758
P2758__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__2472___1648.png,P2758
P2758__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__2472___2472.png,P2758
P2758__1024__2472___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__2472___3296.png,P2758
P2758__1024__2472___3322,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__2472___3322.png,P2758
P2758__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__2472___824.png,P2758
P2758__1024__3296___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__3296___0.png,P2758
P2758__1024__3296___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__3296___1648.png,P2758
P2758__1024__3296___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__3296___2472.png,P2758
P2758__1024__3296___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__3296___3296.png,P2758
P2758__1024__3296___3322,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__3296___3322.png,P2758
P2758__1024__3296___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__3296___824.png,P2758
P2758__1024__4120___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__4120___0.png,P2758
P2758__1024__4120___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__4120___1648.png,P2758
P2758__1024__4120___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__4120___2472.png,P2758
P2758__1024__4120___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__4120___3296.png,P2758
P2758__1024__4120___3322,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__4120___3322.png,P2758
P2758__1024__4120___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__4120___824.png,P2758
P2758__1024__4944___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__4944___0.png,P2758
P2758__1024__4944___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__4944___1648.png,P2758
P2758__1024__4944___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__4944___2472.png,P2758
P2758__1024__4944___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__4944___3296.png,P2758
P2758__1024__4944___3322,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__4944___3322.png,P2758
P2758__1024__4944___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__4944___824.png,P2758
P2758__1024__5768___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__5768___0.png,P2758
P2758__1024__5768___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__5768___1648.png,P2758
P2758__1024__5768___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__5768___2472.png,P2758
P2758__1024__5768___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__5768___3296.png,P2758
P2758__1024__5768___3322,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__5768___3322.png,P2758
P2758__1024__5768___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__5768___824.png,P2758
P2758__1024__6273___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__6273___0.png,P2758
P2758__1024__6273___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__6273___1648.png,P2758
P2758__1024__6273___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__6273___2472.png,P2758
P2758__1024__6273___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__6273___3296.png,P2758
P2758__1024__6273___3322,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__6273___3322.png,P2758
P2758__1024__6273___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__6273___824.png,P2758
P2758__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__824___0.png,P2758
P2758__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__824___1648.png,P2758
P2758__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__824___2472.png,P2758
P2758__1024__824___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__824___3296.png,P2758
P2758__1024__824___3322,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__824___3322.png,P2758
P2758__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2758__1024__824___824.png,P2758
P2766__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__0___0.png,P2766
P2766__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__0___1648.png,P2766
P2766__1024__0___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__0___2472.png,P2766
P2766__1024__0___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__0___3296.png,P2766
P2766__1024__0___4120,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__0___4120.png,P2766
P2766__1024__0___4572,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__0___4572.png,P2766
P2766__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__0___824.png,P2766
P2766__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__1648___0.png,P2766
P2766__1024__1648___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__1648___1648.png,P2766
P2766__1024__1648___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__1648___2472.png,P2766
P2766__1024__1648___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__1648___3296.png,P2766
P2766__1024__1648___4120,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__1648___4120.png,P2766
P2766__1024__1648___4572,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__1648___4572.png,P2766
P2766__1024__1648___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__1648___824.png,P2766
P2766__1024__2472___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__2472___0.png,P2766
P2766__1024__2472___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__2472___1648.png,P2766
P2766__1024__2472___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__2472___2472.png,P2766
P2766__1024__2472___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__2472___3296.png,P2766
P2766__1024__2472___4120,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__2472___4120.png,P2766
P2766__1024__2472___4572,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__2472___4572.png,P2766
P2766__1024__2472___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__2472___824.png,P2766
P2766__1024__3296___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__3296___0.png,P2766
P2766__1024__3296___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__3296___1648.png,P2766
P2766__1024__3296___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__3296___2472.png,P2766
P2766__1024__3296___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__3296___3296.png,P2766
P2766__1024__3296___4120,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__3296___4120.png,P2766
P2766__1024__3296___4572,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__3296___4572.png,P2766
P2766__1024__3296___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__3296___824.png,P2766
P2766__1024__4120___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4120___0.png,P2766
P2766__1024__4120___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4120___1648.png,P2766
P2766__1024__4120___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4120___2472.png,P2766
P2766__1024__4120___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4120___3296.png,P2766
P2766__1024__4120___4120,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4120___4120.png,P2766
P2766__1024__4120___4572,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4120___4572.png,P2766
P2766__1024__4120___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4120___824.png,P2766
P2766__1024__4421___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4421___0.png,P2766
P2766__1024__4421___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4421___1648.png,P2766
P2766__1024__4421___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4421___2472.png,P2766
P2766__1024__4421___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4421___3296.png,P2766
P2766__1024__4421___4120,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4421___4120.png,P2766
P2766__1024__4421___4572,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4421___4572.png,P2766
P2766__1024__4421___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__4421___824.png,P2766
P2766__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__824___0.png,P2766
P2766__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__824___1648.png,P2766
P2766__1024__824___2472,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__824___2472.png,P2766
P2766__1024__824___3296,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__824___3296.png,P2766
P2766__1024__824___4120,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__824___4120.png,P2766
P2766__1024__824___4572,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__824___4572.png,P2766
P2766__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2766__1024__824___824.png,P2766
P2768__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2768__1024__0___0.png,P2768
P2768__1024__0___1333,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2768__1024__0___1333.png,P2768
P2768__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2768__1024__0___824.png,P2768
P2768__1024__437___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2768__1024__437___0.png,P2768
P2768__1024__437___1333,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2768__1024__437___1333.png,P2768
P2768__1024__437___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2768__1024__437___824.png,P2768
P2771__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2771__1024__0___0.png,P2771
P2771__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2771__1024__0___824.png,P2771
P2771__1024__0___863,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2771__1024__0___863.png,P2771
P2771__1024__1473___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2771__1024__1473___0.png,P2771
P2771__1024__1473___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2771__1024__1473___824.png,P2771
P2771__1024__1473___863,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2771__1024__1473___863.png,P2771
P2771__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2771__1024__824___0.png,P2771
P2771__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2771__1024__824___824.png,P2771
P2771__1024__824___863,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2771__1024__824___863.png,P2771
P2778__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2778__1024__0___0.png,P2778
P2778__1024__0___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2778__1024__0___1648.png,P2778
P2778__1024__0___2334,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2778__1024__0___2334.png,P2778
P2778__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2778__1024__0___824.png,P2778
P2778__1024__1590___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2778__1024__1590___0.png,P2778
P2778__1024__1590___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2778__1024__1590___1648.png,P2778
P2778__1024__1590___2334,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2778__1024__1590___2334.png,P2778
P2778__1024__1590___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2778__1024__1590___824.png,P2778
P2778__1024__824___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2778__1024__824___0.png,P2778
P2778__1024__824___1648,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2778__1024__824___1648.png,P2778
P2778__1024__824___2334,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2778__1024__824___2334.png,P2778
P2778__1024__824___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2778__1024__824___824.png,P2778
P2779__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2779__1024__0___0.png,P2779
P2779__1024__0___357,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2779__1024__0___357.png,P2779
P2779__1024__547___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2779__1024__547___0.png,P2779
P2779__1024__547___357,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2779__1024__547___357.png,P2779
P2781__1024__0___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2781__1024__0___0.png,P2781
P2781__1024__0___1187,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2781__1024__0___1187.png,P2781
P2781__1024__0___824,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2781__1024__0___824.png,P2781
P2781__1024__1648___0,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2781__1024__1648___0.png,P2781
P2781__1024__1648___1187,/home/rspip/cqc/data/dataset/dota/split_ss_dota10_dota15/val/images/P2781__1024__1648___1187.png,P2781
