analysis_id,analysis_name,dataset,seed,mask_definition,risk_event,group_type,group_value,statistic,estimate,n,status,note,evidence_json
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,84,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.78199102, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 13.39358342, ""image_id"": ""00044__800__0___1200"", ""phase_mod"": 2.39581293, ""pred_id"": ""80""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,85,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.74768298, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 13.45070513, ""image_id"": ""00208__800__1800___1800"", ""phase_mod"": 2.33008133, ""pred_id"": ""35""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,86,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.73505305, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 13.82729669, ""image_id"": ""00867__800__1200___2045"", ""phase_mod"": 2.54523919, ""pred_id"": ""193""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,87,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.70499772, ""class"": ""swimming-pool"", ""delta_theta_075_deg"": 14.01593624, ""image_id"": ""01374__800__600___1800"", ""phase_mod"": 2.39256515, ""pred_id"": ""4""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,88,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.64950323, ""class"": ""ship"", ""delta_theta_075_deg"": 12.81769901, ""image_id"": ""01785__800__600___1200"", ""phase_mod"": 2.36437312, ""pred_id"": ""424""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,89,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.60434634, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 12.86122153, ""image_id"": ""00031__800__600___0"", ""phase_mod"": 2.35312557, ""pred_id"": ""4""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,90,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.34380371, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 11.56629238, ""image_id"": ""01615__800__0___0"", ""phase_mod"": 2.37102939, ""pred_id"": ""200""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,91,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.27040345, ""class"": ""swimming-pool"", ""delta_theta_075_deg"": 13.64941532, ""image_id"": ""02083__800__2400___1985"", ""phase_mod"": 2.35585137, ""pred_id"": ""17""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,92,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.26915652, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 12.6354619, ""image_id"": ""00044__800__0___1200"", ""phase_mod"": 2.36892392, ""pred_id"": ""132""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,93,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.19710058, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 12.59617511, ""image_id"": ""01044__800__0___1200"", ""phase_mod"": 2.31991087, ""pred_id"": ""26""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,94,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.17779249, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 12.6355915, ""image_id"": ""00044__800__0___1200"", ""phase_mod"": 2.32195293, ""pred_id"": ""86""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,95,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.07939758, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 12.16532174, ""image_id"": ""02179__800__0___1944"", ""phase_mod"": 2.33344187, ""pred_id"": ""148""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,96,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.06337023, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 12.69127705, ""image_id"": ""01190__800__3600___2058"", ""phase_mod"": 2.34817719, ""pred_id"": ""40""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,97,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.06312434, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 12.69127705, ""image_id"": ""01190__800__4000___2058"", ""phase_mod"": 2.34819244, ""pred_id"": ""87""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,98,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 14.01708155, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 12.6354619, ""image_id"": ""00044__800__600___1200"", ""phase_mod"": 2.36476199, ""pred_id"": ""62""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,99,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 13.99640748, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 13.62589764, ""image_id"": ""00231__800__600___1200"", ""phase_mod"": 2.36758858, ""pred_id"": ""100""}"
8,high_phase_mod_large_error_board,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,100,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 13.9364111, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 13.62589764, ""image_id"": ""00231__800__600___600"", ""phase_mod"": 2.36965019, ""pred_id"": ""479""}"
9,multi_frequency_circular_disagreement,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,mean,0.39861811,195192,COMPLETE,,
9,multi_frequency_circular_disagreement,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,p90,0.8331235,195192,COMPLETE,,
9,multi_frequency_circular_disagreement,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_angle_error,0.23729927353183017,195192,COMPLETE,,
10,unwrap_candidate_energy_gap,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,mean,1.99797513,195192,COMPLETE,,
10,unwrap_candidate_energy_gap,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,p90,1.99999947,195192,COMPLETE,,
10,unwrap_candidate_energy_gap,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_angle_error,-0.23729927353183017,195192,COMPLETE,,
11,phase_direction_margin,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,mean,2.9815764,195192,COMPLETE,,
11,phase_direction_margin,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,p90,3.0749089,195192,COMPLETE,,
11,phase_direction_margin,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_angle_error,-0.02813702907310347,195192,COMPLETE,,
12,tta_phase_direction_circular_variance,SODA-A,1,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,availability,,0,UNAVAILABLE,TTA was preregistered for seed0 only.,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman,0.025880888495967036,196374,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D1,mean_angle_error_deg,2.74224827,19638,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D1,severe_event_rate,0.00987881,19638,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D2,mean_angle_error_deg,2.25743492,19637,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D2,severe_event_rate,0.00371747,19637,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D3,mean_angle_error_deg,1.98213887,19637,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D3,severe_event_rate,0.00320823,19637,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D4,mean_angle_error_deg,1.70883974,19638,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D4,severe_event_rate,0.00168042,19638,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D5,mean_angle_error_deg,1.58248038,19637,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D5,severe_event_rate,0.00162958,19637,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D6,mean_angle_error_deg,1.53106208,19637,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D6,severe_event_rate,0.0018842,19637,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D7,mean_angle_error_deg,1.75370136,19638,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D7,severe_event_rate,0.0018841,19638,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D8,mean_angle_error_deg,2.27199969,19637,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D8,severe_event_rate,0.003361,19637,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D9,mean_angle_error_deg,2.50764403,19637,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D9,severe_event_rate,0.00493965,19637,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D10,mean_angle_error_deg,2.64688337,19638,COMPLETE,,
1,phase_mod_x_angle_error,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),phase_mod_decile,D10,severe_event_rate,0.00952235,19638,COMPLETE,,
2,phase_mod_x_phase_angle,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_cos_phase,0.060116765864106726,196374,COMPLETE,,
2,phase_mod_x_phase_angle,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_sin_phase,-0.054347090912780574,196374,COMPLETE,,
3,phase_mod_x_objectness,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,availability,,0,UNAVAILABLE,UNAVAILABLE: frozen PSC RetinaNet has no separate objectness output; detection score is reported only in the registered score comparison.,
4,phase_mod_x_feature_norm,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman,-0.1249593517806623,196374,COMPLETE,Feature norm is the actual shared regression/angle-tower feature at the post-NMS-selected FPN location.,
5,phase_mod_x_size,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman,-0.024387991673180905,196374,COMPLETE,Size statistic uses log(GT box area) for preregistered diagnostic conditioning only.,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,airplane,median_phase_mod,2.23398242,37,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,airplane,severe_event_rate,0.05405405,37,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,container,median_phase_mod,2.24110448,35972,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,container,severe_event_rate,0.00275214,35972,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,helicopter,median_phase_mod,2.38557039,2,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,helicopter,severe_event_rate,0.0,2,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,large-vehicle,median_phase_mod,2.24132922,4010,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,large-vehicle,severe_event_rate,0.00199501,4010,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,ship,median_phase_mod,2.24867526,31541,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,ship,severe_event_rate,0.00456549,31541,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,small-vehicle,median_phase_mod,2.2397685,120753,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,small-vehicle,severe_event_rate,0.00402474,120753,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,swimming-pool,median_phase_mod,2.24680536,2588,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,swimming-pool,severe_event_rate,0.0309119,2588,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,windmill,median_phase_mod,2.24662866,1471,COMPLETE,,
6,phase_mod_x_class,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),class,windmill,severe_event_rate,0.0,1471,COMPLETE,,
7,phase_mod_x_boundary_wrapping,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),all,all,spearman_boundary_distance,0.07147754405227776,196374,COMPLETE,,
7,phase_mod_x_boundary_wrapping,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),wrapping_condition,False,severe_event_rate,0.00417061,196374,COMPLETE,,
7,phase_mod_x_boundary_wrapping,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),wrapping_condition,True,severe_event_rate,,0,UNAVAILABLE,,
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,1,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 83.31646, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 15.22717899, ""image_id"": ""02394__800__1200___600"", ""phase_mod"": 2.33901364, ""pred_id"": ""54""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,2,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 31.4903217, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 15.32366421, ""image_id"": ""00044__800__2400___1200"", ""phase_mod"": 2.31339127, ""pred_id"": ""311""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,3,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 27.72092722, ""class"": ""ship"", ""delta_theta_075_deg"": 13.32255204, ""image_id"": ""00231__800__600___0"", ""phase_mod"": 2.36262156, ""pred_id"": ""436""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,4,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 27.36671019, ""class"": ""swimming-pool"", ""delta_theta_075_deg"": 14.50955505, ""image_id"": ""00575__800__3955___0"", ""phase_mod"": 2.352203, ""pred_id"": ""18""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,5,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 27.35620035, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 15.06580021, ""image_id"": ""00266__800__3000___0"", ""phase_mod"": 2.32254025, ""pred_id"": ""224""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,6,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 23.87157604, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 15.11895679, ""image_id"": ""00249__800__0___1200"", ""phase_mod"": 2.39591755, ""pred_id"": ""43""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,7,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 23.80420305, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 15.11895679, ""image_id"": ""00249__800__0___600"", ""phase_mod"": 2.39357277, ""pred_id"": ""27""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,8,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 23.31841609, ""class"": ""swimming-pool"", ""delta_theta_075_deg"": 14.50955505, ""image_id"": ""00575__800__3955___600"", ""phase_mod"": 2.3781859, ""pred_id"": ""5""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,9,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 22.82741337, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 13.37105383, ""image_id"": ""02116__800__600___600"", ""phase_mod"": 2.40439173, ""pred_id"": ""104""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,10,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 22.55547622, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 13.37105383, ""image_id"": ""02116__800__600___0"", ""phase_mod"": 2.40295401, ""pred_id"": ""103""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,11,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 22.31727861, ""class"": ""swimming-pool"", ""delta_theta_075_deg"": 14.40475852, ""image_id"": ""01099__800__0___0"", ""phase_mod"": 2.47961523, ""pred_id"": ""65""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,12,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 22.21384382, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 13.37105383, ""image_id"": ""02116__800__1200___0"", ""phase_mod"": 2.39529387, ""pred_id"": ""60""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,13,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 22.15745469, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 14.01872822, ""image_id"": ""01780__800__2400___1944"", ""phase_mod"": 2.36052321, ""pred_id"": ""12""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,14,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 22.10414853, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 12.27313213, ""image_id"": ""02286__800__3600___1200"", ""phase_mod"": 2.35798966, ""pred_id"": ""19""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,15,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 21.63369028, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 14.35924626, ""image_id"": ""00459__800__3000___0"", ""phase_mod"": 2.34496138, ""pred_id"": ""27""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,16,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 21.55474422, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 13.82751885, ""image_id"": ""00867__800__1200___2045"", ""phase_mod"": 2.56969953, ""pred_id"": ""236""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,17,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 21.20318073, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 12.99073614, ""image_id"": ""02394__800__2400___600"", ""phase_mod"": 2.34613791, ""pred_id"": ""42""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,18,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 20.95067472, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 14.21981214, ""image_id"": ""02062__800__2400___0"", ""phase_mod"": 2.32936052, ""pred_id"": ""241""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,19,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 20.82979995, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 14.46072121, ""image_id"": ""00120__800__3000___600"", ""phase_mod"": 2.41771789, ""pred_id"": ""305""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,20,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 20.81645376, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 15.13043125, ""image_id"": ""00964__800__1800___600"", ""phase_mod"": 2.37889427, ""pred_id"": ""19""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,21,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 20.79781338, ""class"": ""swimming-pool"", ""delta_theta_075_deg"": 14.31387148, ""image_id"": ""00557__800__1800___1985"", ""phase_mod"": 2.36113447, ""pred_id"": ""2""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,22,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 20.75427337, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 14.21995076, ""image_id"": ""02062__800__2400___0"", ""phase_mod"": 2.41262185, ""pred_id"": ""222""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,23,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 20.54237023, ""class"": ""ship"", ""delta_theta_075_deg"": 13.25744696, ""image_id"": ""01251__800__2400___0"", ""phase_mod"": 2.39711051, ""pred_id"": ""365""}"
8,high_phase_mod_large_error_board,SODA-A,2,aspect_ratio>=2.1,angle_error>delta_theta_0.75(aspect_ratio),instance_rank,24,listed_instance,1,1,COMPLETE,Top phase-mod decile and geometry-normalized severe event.,"{""angle_error_deg"": 20.3996347, ""class"": ""small-vehicle"", ""delta_theta_075_deg"": 14.59940947, ""image_id"": ""00855__800__3000___600"", ""phase_mod"": 2.35061572, ""pred_id"": ""303""}"
