radial_norm,noise_level,modulation_threshold,boundary_mass,radial_risk_coupling,unwrap_ambiguity,frequency_ratio,n,decoded_angle_mean_deg,angle_error_mean_deg,phase_mod_mean,negative_phase_mod_nrc_continuous,phase_mod_nrc_continuous,phase_mod_nrc_severe_event,direction_margin_nrc_continuous,multi_frequency_disagreement_nrc_continuous,unwrap_energy_gap_nrc_continuous,candidate_switch_rate,severe_event_rate,phase_mod_direction
0.9,0.12,0.8,0.75,-0.8,0.05,1:2,512,-0.1200328,39.78528161,0.95078983,1.97601045,0.05334656,0.00248372,0.05400368,0.72350495,0.72350495,0.0,0.49414062,INFORMATIVE
0.9,0.12,0.8,0.75,-0.8,0.45,1:2,512,1.89779573,41.40108468,0.88393758,1.82972399,0.12080296,0.12158521,0.11061554,0.87688886,0.87688886,0.0,0.53125,INFORMATIVE
0.9,0.12,0.8,0.75,-0.8,0.85,1:2,512,-0.99641328,71.31055123,0.94903453,1.15326034,0.97876734,1.05194174,0.57551536,0.90530179,0.90530179,0.0,0.91796875,NEAR_RANDOM
0.9,0.12,0.8,0.75,0.0,0.05,1:2,512,0.99909022,57.09511981,0.81,0.98962162,0.98962162,0.97768937,0.39866702,1.0262205,1.0262205,0.0,0.72070312,NEAR_RANDOM
0.9,0.12,0.8,0.75,0.0,0.45,1:2,512,1.02046112,74.37262333,0.81,0.95927195,0.95927195,0.85789242,0.75574859,0.94305125,0.94305125,0.0,0.95703125,NEAR_RANDOM
0.9,0.12,0.8,0.75,0.0,0.85,1:2,512,-0.00395149,75.6069768,0.81,0.97209519,0.97209519,0.96873616,0.94948433,1.01809737,1.01809737,0.0,0.96679688,NEAR_RANDOM
0.9,0.12,0.8,0.75,0.8,0.05,1:2,512,-0.06668791,36.30369259,0.9454638,1.95296387,0.09768498,0.01339326,0.09586764,1.14663004,1.14663004,0.0,0.453125,INFORMATIVE
0.9,0.12,0.8,0.75,0.8,0.45,1:2,512,-1.23157371,42.64239836,0.9263351,1.88002478,0.11455099,0.23972039,0.10187876,1.00152696,1.00152696,0.0,0.5625,INFORMATIVE
0.9,0.12,0.8,0.75,0.8,0.85,1:2,512,0.30878864,68.89089518,0.91536222,1.11235762,1.03219254,1.0922097,0.62879448,0.9670195,0.9670195,0.0,0.90625,NEAR_RANDOM
0.9,0.28,0.3,0.1,-0.8,0.05,1:2,512,-4.48632588,6.36696378,0.95710496,2.76698204,0.26850481,0.10751376,0.26710458,0.79326126,0.7931859,0.00195312,0.08984375,INFORMATIVE
0.9,0.28,0.3,0.1,-0.8,0.45,1:2,512,-2.55191005,11.96598065,0.95784561,2.44338817,0.28711296,0.47326176,0.24423808,0.60915387,0.60915387,0.00195312,0.28515625,INFORMATIVE
0.9,0.28,0.3,0.1,-0.8,0.85,1:2,512,0.93023571,16.78224424,1.00079686,1.91241573,0.68888242,0.91849625,0.27327968,0.73468962,0.73453725,0.00390625,0.49609375,INFORMATIVE
0.9,0.28,0.3,0.1,0.0,0.05,1:2,512,0.95386216,4.06386479,0.81,1.18375296,1.18375296,1.22262717,0.63888466,0.62642408,0.62642408,0.0,0.09375,REVERSE
0.9,0.28,0.3,0.1,0.0,0.45,1:2,512,2.79479878,6.36973521,0.81,0.98061562,0.98061562,1.0687843,0.71224962,0.6123182,0.6123182,0.0,0.20507812,NEAR_RANDOM
0.9,0.28,0.3,0.1,0.0,0.85,1:2,512,-0.84133711,16.76029876,0.81,0.9491021,0.9491021,0.92696083,0.26057927,0.74463864,0.74461701,0.0078125,0.48828125,NEAR_RANDOM
0.9,0.28,0.3,0.1,0.8,0.05,1:2,512,1.96660545,6.05002627,0.91556216,1.86679272,1.1370654,1.52963332,0.72797956,1.16202655,1.16226648,0.00390625,0.09179688,REVERSE
0.9,0.28,0.3,0.1,0.8,0.45,1:2,512,-1.35670824,10.73990335,0.93850406,2.15777471,0.60014883,1.0166304,0.44495681,0.88757124,0.88757124,0.0,0.26953125,INFORMATIVE
0.9,0.28,0.3,0.1,0.8,0.85,1:2,512,-3.0414055,19.27153682,0.95523505,1.99111872,0.66336076,0.9131894,0.26522981,0.87679386,0.87684052,0.00390625,0.51953125,INFORMATIVE
0.9,0.28,0.3,0.4,-0.8,0.05,1:2,512,-3.70668788,6.77619192,0.93896355,2.86815113,0.25099954,0.15923916,0.25072882,0.61355417,0.61355417,0.0,0.10742188,INFORMATIVE
0.9,0.28,0.3,0.4,-0.8,0.45,1:2,512,-1.1141355,14.85576386,0.97571179,2.46812152,0.24122331,0.48425694,0.19758564,0.64199459,0.64167917,0.00585938,0.29492188,INFORMATIVE
0.9,0.28,0.3,0.4,-0.8,0.85,1:2,512,1.77581109,18.1480477,0.99447702,2.07180297,0.58955257,0.88883303,0.22031666,0.6109368,0.61096718,0.00195312,0.48828125,INFORMATIVE
0.9,0.28,0.3,0.4,0.0,0.05,1:2,512,-6.70665548,3.91291122,0.81,1.02777515,1.02777515,1.16122154,0.72944063,0.73183244,0.73183244,0.0,0.06640625,NEAR_RANDOM
0.9,0.28,0.3,0.4,0.0,0.45,1:2,512,-2.32453049,8.21046613,0.81,1.10022901,1.10022901,1.00101069,0.46867751,0.53675256,0.53753751,0.00976562,0.23242188,REVERSE
0.9,0.28,0.3,0.4,0.0,0.85,1:2,512,1.4350915,18.81576484,0.81,1.13624134,1.13624134,0.98213743,0.24930891,0.78705039,0.78705039,0.0,0.48828125,REVERSE
0.9,0.28,0.3,0.4,0.8,0.05,1:2,512,-3.08578445,6.58422531,0.95053797,2.51414399,0.78371157,1.3725354,0.72815646,1.33503128,1.33503128,0.0,0.11132812,INFORMATIVE
0.9,0.28,0.3,0.4,0.8,0.45,1:2,512,-0.62103482,15.32218176,0.94768574,2.36889014,0.4047236,0.85039946,0.27619028,1.11622968,1.11623505,0.00390625,0.33203125,INFORMATIVE
0.9,0.28,0.3,0.4,0.8,0.85,1:2,512,4.5163002,21.25176065,0.95557756,2.04368848,0.57781676,0.88465632,0.2240269,0.92181368,0.92229799,0.00585938,0.546875,INFORMATIVE
0.9,0.28,0.3,0.75,-0.8,0.05,1:2,512,5.25639563,8.34842141,0.98383297,3.04611476,0.2073812,0.14204362,0.20442107,0.70626819,0.70626819,0.0,0.11132812,INFORMATIVE
0.9,0.28,0.3,0.75,-0.8,0.45,1:2,512,1.92518166,16.89083286,0.92177364,2.62229385,0.20978421,0.45199637,0.17057815,0.65127679,0.65127985,0.00585938,0.3125,INFORMATIVE
0.9,0.28,0.3,0.75,-0.8,0.85,1:2,512,-2.65600163,25.76253434,0.94969166,2.19478421,0.45850887,0.79152107,0.16819597,0.80235281,0.80233631,0.00390625,0.55859375,INFORMATIVE
0.9,0.28,0.3,0.75,0.0,0.05,1:2,512,1.09832955,3.96590057,0.81,0.9597842,0.9597842,0.8655954,0.82813179,0.7401737,0.7401737,0.0,0.06445312,NEAR_RANDOM
0.9,0.28,0.3,0.75,0.0,0.45,1:2,512,4.54872774,7.35344096,0.81,0.88768383,0.88768383,0.9528167,0.56689845,0.67434557,0.6743384,0.00390625,0.1953125,INFORMATIVE
0.9,0.28,0.3,0.75,0.0,0.85,1:2,512,-4.136645,18.81361888,0.81,0.95290943,0.95290943,0.9969818,0.22527319,0.63571438,0.6357613,0.00976562,0.45117188,NEAR_RANDOM
0.9,0.28,0.3,0.75,0.8,0.05,1:2,512,-0.54801304,7.40101562,0.99593623,2.67892919,0.7624693,1.18822596,0.51116847,1.12690724,1.12690724,0.00195312,0.10742188,INFORMATIVE
0.9,0.28,0.3,0.75,0.8,0.45,1:2,512,3.64922996,14.43615112,0.94888157,2.57465871,0.3383392,0.73493938,0.2810341,1.1029631,1.10298375,0.00195312,0.28320312,INFORMATIVE
0.9,0.28,0.3,0.75,0.8,0.85,1:2,512,1.34333123,25.59545078,0.97620483,2.0762635,0.65855624,0.88402158,0.18585008,0.90061937,0.9007914,0.02148438,0.52929688,INFORMATIVE
0.9,0.28,0.47,0.1,-0.8,0.05,1:2,512,0.63356973,11.30299026,0.97532523,2.53208665,0.15075394,0.05669188,0.15119638,0.46729541,0.46721506,0.00195312,0.17382812,INFORMATIVE
0.9,0.28,0.47,0.1,-0.8,0.45,1:2,512,2.16351552,17.51716989,0.97806958,2.24563615,0.20649383,0.28134888,0.18421432,0.58204792,0.58209794,0.0078125,0.3515625,INFORMATIVE
0.9,0.28,0.47,0.1,-0.8,0.85,1:2,512,-0.66307504,24.8574861,0.90080776,1.84709446,0.54995539,0.74505149,0.21420859,0.65656105,0.65667918,0.00976562,0.59179688,INFORMATIVE
0.9,0.28,0.47,0.1,0.0,0.05,1:2,512,-0.30483068,4.19374197,0.81,0.98939668,0.98939668,1.05462032,0.67419123,0.63834808,0.63958536,0.00195312,0.08203125,NEAR_RANDOM
0.9,0.28,0.47,0.1,0.0,0.45,1:2,512,-3.81316668,11.83816454,0.81,0.8603758,0.8603758,0.8700928,0.30784287,0.79309589,0.79309589,0.0,0.29101562,INFORMATIVE
0.9,0.28,0.47,0.1,0.0,0.85,1:2,512,-3.7349156,26.79000679,0.81,0.8686949,0.8686949,0.95013599,0.27073696,0.91122345,0.91122345,0.0,0.62695312,INFORMATIVE
0.9,0.28,0.47,0.1,0.8,0.05,1:2,512,-2.95724905,14.3310955,0.9258186,2.25985669,0.4560034,0.68823857,0.27640352,1.20852662,1.20861536,0.00390625,0.25585938,INFORMATIVE
0.9,0.28,0.47,0.1,0.8,0.45,1:2,512,1.60759437,19.73548468,0.94117441,2.1220964,0.329547,0.71217238,0.26190113,1.12458888,1.12460975,0.00195312,0.4296875,INFORMATIVE
0.9,0.28,0.47,0.1,0.8,0.85,1:2,512,0.22921378,24.71741909,0.92111495,1.8156085,0.58774189,0.74942536,0.25665541,0.90812093,0.90827341,0.00195312,0.58984375,INFORMATIVE
0.9,0.28,0.47,0.4,-0.8,0.05,1:2,512,-5.08033047,12.98153569,0.97239908,2.59851141,0.13492593,0.06014068,0.14373338,0.71319488,0.7132107,0.00390625,0.18945312,INFORMATIVE
0.9,0.28,0.47,0.4,-0.8,0.45,1:2,512,2.98540295,18.90437227,0.93538373,2.24270799,0.202747,0.36447421,0.17769979,0.69765937,0.69765937,0.00195312,0.35546875,INFORMATIVE
0.9,0.28,0.47,0.4,-0.8,0.85,1:2,512,-1.85935376,27.72898143,0.99819331,1.8618886,0.74794935,0.84878494,0.20121575,0.89295458,0.89292916,0.00585938,0.58398438,INFORMATIVE
0.9,0.28,0.47,0.4,0.0,0.05,1:2,512,-1.21449771,3.96785209,0.81,0.91594326,0.91594326,0.85167804,0.70365797,0.67739842,0.67739842,0.0,0.0703125,NEAR_RANDOM
0.9,0.28,0.47,0.4,0.0,0.45,1:2,512,2.09454748,12.17899782,0.81,1.15081039,1.15081039,1.02444198,0.33555481,0.78275424,0.78282322,0.00195312,0.265625,REVERSE
0.9,0.28,0.47,0.4,0.0,0.85,1:2,512,-0.51289937,30.23745486,0.81,0.99740526,0.99740526,1.03223287,0.27632268,0.95335859,0.95356721,0.0078125,0.62890625,NEAR_RANDOM
0.9,0.28,0.47,0.4,0.8,0.05,1:2,512,-3.35433736,14.75836526,0.95330918,2.43578326,0.28820236,0.59011662,0.26577633,1.26266522,1.26266522,0.0,0.22265625,INFORMATIVE
0.9,0.28,0.47,0.4,0.8,0.45,1:2,512,-0.45136851,23.67101898,0.92827579,2.18445666,0.30325024,0.64333629,0.2205048,1.23983808,1.2398407,0.00390625,0.45507812,INFORMATIVE
0.9,0.28,0.47,0.4,0.8,0.85,1:2,512,1.26673205,28.46577904,0.88803731,1.80011552,0.58682035,0.81100423,0.24145251,0.9090008,0.90947617,0.0078125,0.61523438,INFORMATIVE
0.9,0.28,0.47,0.75,-0.8,0.05,1:2,512,-3.72929633,13.97672397,1.00176407,2.71579019,0.10080129,0.04467445,0.11084971,0.66712879,0.66712879,0.0,0.16992188,INFORMATIVE
0.9,0.28,0.47,0.75,-0.8,0.45,1:2,512,0.28390097,27.40640114,0.92083068,2.25706449,0.12488168,0.3352572,0.106983,0.70683171,0.70683171,0.0,0.42578125,INFORMATIVE
0.9,0.28,0.47,0.75,-0.8,0.85,1:2,512,4.60896388,31.25200705,0.95210817,2.03195302,0.45644178,0.7074304,0.15364951,0.8016369,0.80220089,0.00585938,0.58789062,INFORMATIVE
0.9,0.28,0.47,0.75,0.0,0.05,1:2,512,6.453885,4.01618389,0.81,0.9444877,0.9444877,0.70769262,0.74489178,0.70868775,0.70868775,0.0,0.06640625,NEAR_RANDOM
0.9,0.28,0.47,0.75,0.0,0.45,1:2,512,-4.23145609,15.89427733,0.81,0.98671996,0.98671996,1.03074163,0.24145316,0.9597282,0.95977272,0.00390625,0.296875,NEAR_RANDOM
0.9,0.28,0.47,0.75,0.0,0.85,1:2,512,-3.86097081,37.89500413,0.81,0.97538036,0.97538036,1.00856192,0.2285404,1.01896603,1.01920546,0.00976562,0.68164062,NEAR_RANDOM
0.9,0.28,0.47,0.75,0.8,0.05,1:2,512,-1.92638258,14.30277443,0.96701255,2.64751472,0.32177809,0.72792359,0.25932272,1.25097523,1.25097523,0.0,0.20703125,INFORMATIVE
0.9,0.28,0.47,0.75,0.8,0.45,1:2,512,1.08408544,25.01303691,0.96731411,2.22962959,0.2071213,0.58466109,0.19736679,1.19009986,1.19009986,0.0,0.4375,INFORMATIVE
0.9,0.28,0.47,0.75,0.8,0.85,1:2,512,0.6815613,31.44337547,0.94498944,1.99745261,0.57791757,0.80180521,0.183335,1.00106474,1.00106771,0.00390625,0.60742188,INFORMATIVE
0.9,0.28,0.8,0.1,-0.8,0.05,1:2,512,0.74987681,25.5485828,0.93527369,1.8945922,0.16303577,0.06221762,0.17792165,0.74590106,0.74590106,0.0,0.45507812,INFORMATIVE
0.9,0.28,0.8,0.1,-0.8,0.45,1:2,512,-3.88213999,25.97460407,0.98037909,1.79057327,0.23895527,0.28391971,0.24025304,0.77840818,0.77840818,0.0,0.515625,INFORMATIVE
0.9,0.28,0.8,0.1,-0.8,0.85,1:2,512,0.14029334,44.69558648,0.92085357,1.1360478,0.95668206,1.02529938,0.74092602,1.0670386,1.0670389,0.00390625,0.82421875,NEAR_RANDOM
0.9,0.28,0.8,0.1,0.0,0.05,1:2,512,0.78150303,35.92060888,0.81,1.0504742,1.0504742,1.09691984,0.65545789,0.87185776,0.87185776,0.0,0.63867188,NEAR_RANDOM
0.9,0.28,0.8,0.1,0.0,0.45,1:2,512,-0.05257647,47.08698157,0.81,0.99038605,0.99038605,1.0141381,0.8865291,1.0126748,1.0126748,0.00195312,0.89453125,NEAR_RANDOM
0.9,0.28,0.8,0.1,0.0,0.85,1:2,512,0.33796342,48.70649729,0.81,1.04626001,1.04626001,1.11833193,1.02606618,0.96539106,0.96536936,0.00195312,0.90039062,NEAR_RANDOM
0.9,0.28,0.8,0.1,0.8,0.05,1:2,512,-1.86991741,27.64750488,0.95514342,1.68034087,0.27054368,0.38866539,0.29673565,1.10609975,1.10609975,0.0,0.49414062,INFORMATIVE
0.9,0.28,0.8,0.1,0.8,0.45,1:2,512,-0.97682395,30.04360619,0.90963916,1.78035304,0.26355354,0.42959165,0.3017242,1.07345606,1.07345606,0.0,0.61328125,INFORMATIVE
0.9,0.28,0.8,0.1,0.8,0.85,1:2,512,0.98987468,44.96045188,0.94087786,1.0066441,1.05005215,0.99481211,0.8131541,1.00368686,1.00371703,0.00195312,0.87695312,NEAR_RANDOM
0.9,0.28,0.8,0.4,-0.8,0.05,1:2,512,0.70634925,32.22441579,0.93327968,1.84939012,0.15440452,0.05212699,0.1620964,0.76025717,0.76025717,0.00195312,0.47265625,INFORMATIVE
0.9,0.28,0.8,0.4,-0.8,0.45,1:2,512,1.07163046,32.4895045,0.9432161,1.7320042,0.20632917,0.20180239,0.21192419,0.79963631,0.7996419,0.00195312,0.52929688,INFORMATIVE
0.9,0.28,0.8,0.4,-0.8,0.85,1:2,512,1.1788792,58.68938843,0.98060755,1.02047866,1.07872756,1.11405442,0.77822713,0.95680153,0.9568446,0.0078125,0.89648438,NEAR_RANDOM
0.9,0.28,0.8,0.4,0.0,0.05,1:2,512,0.58275717,44.98908524,0.81,1.11447868,1.11447868,1.07612323,0.62322439,1.00316419,1.00316419,0.0,0.67773438,REVERSE
0.9,0.28,0.8,0.4,0.0,0.45,1:2,512,-0.07676814,59.88339947,0.81,1.05717827,1.05717827,1.07026025,0.83898517,1.00805977,1.00810251,0.00585938,0.921875,NEAR_RANDOM
0.9,0.28,0.8,0.4,0.0,0.85,1:2,512,-0.43066369,60.07672903,0.81,1.07536168,1.07536168,1.0364562,0.8891704,0.94039164,0.9404147,0.00390625,0.90234375,NEAR_RANDOM
0.9,0.28,0.8,0.4,0.8,0.05,1:2,512,-2.06422161,33.61249788,0.96400112,1.85974413,0.20385233,0.33977469,0.23085766,1.17670815,1.17671968,0.00195312,0.515625,INFORMATIVE
0.9,0.28,0.8,0.4,0.8,0.45,1:2,512,-1.8905057,35.02365656,0.94701251,1.76725278,0.22954948,0.45702062,0.28748713,1.18536929,1.18536929,0.0,0.63671875,INFORMATIVE
0.9,0.28,0.8,0.4,0.8,0.85,1:2,512,0.23392006,56.61749241,0.92738157,1.10555312,0.98911146,1.05691903,0.75850538,0.99336247,0.99282342,0.0078125,0.87890625,NEAR_RANDOM
0.9,0.28,0.8,0.75,-0.8,0.05,1:2,512,-0.62789895,40.4632391,0.93246205,1.90201538,0.08122874,0.0326432,0.09720236,0.88199693,0.88199693,0.0,0.50195312,INFORMATIVE
0.9,0.28,0.8,0.75,-0.8,0.45,1:2,512,-0.71784573,39.70850385,0.93891539,1.90815024,0.09909889,0.10291305,0.12571419,0.86116604,0.86116722,0.00195312,0.5234375,INFORMATIVE
0.9,0.28,0.8,0.75,-0.8,0.85,1:2,512,1.18044156,68.56652378,0.92398828,1.09753073,1.05856817,1.04290953,0.64798624,0.93828034,0.9383392,0.00585938,0.90820312,NEAR_RANDOM
0.9,0.28,0.8,0.75,0.0,0.05,1:2,512,-3.96644006,54.22943925,0.81,1.00393175,1.00393175,0.97951228,0.58123805,0.95523863,0.95523863,0.00195312,0.7109375,NEAR_RANDOM
0.9,0.28,0.8,0.75,0.0,0.45,1:2,512,-0.56739263,73.43016234,0.81,0.964134,0.964134,0.92768762,0.7657238,0.96358268,0.96359086,0.00195312,0.94335938,NEAR_RANDOM
0.9,0.28,0.8,0.75,0.0,0.85,1:2,512,0.56319282,74.64710784,0.81,1.07387523,1.07387523,1.05106263,0.92315342,1.01837211,1.01836792,0.00585938,0.9609375,NEAR_RANDOM
0.9,0.28,0.8,0.75,0.8,0.05,1:2,512,-0.64200451,43.74647684,0.90157731,1.78782175,0.19858782,0.31128226,0.19312279,1.25201714,1.25201606,0.00585938,0.56640625,INFORMATIVE
0.9,0.28,0.8,0.75,0.8,0.45,1:2,512,2.94538679,42.89252495,0.93069336,1.83816304,0.14564835,0.3122374,0.21359058,1.15172959,1.15172959,0.00195312,0.61523438,INFORMATIVE
0.9,0.28,0.8,0.75,0.8,0.85,1:2,512,-1.3032007,70.71332643,0.98428881,1.08946647,1.05608875,1.0734129,0.78477226,1.03381966,1.03384336,0.00390625,0.93164062,NEAR_RANDOM
1.35,0.03,0.3,0.1,-0.8,0.05,1:2,512,2.98446862,0.74861947,2.20021274,2.001371,0.74615672,0.0,0.73920003,0.52228419,0.52228419,0.0,0.00195312,INFORMATIVE
1.35,0.03,0.3,0.1,-0.8,0.45,1:2,512,-2.57664299,6.4885058,2.15048352,2.34918405,0.60603859,0.73186932,0.46923822,0.26218742,0.26218742,0.0,0.1171875,INFORMATIVE
1.35,0.03,0.3,0.1,-0.8,0.85,1:2,512,-1.3762102,13.14741679,2.15150856,2.17788396,0.70917466,0.85185878,0.22275939,0.47393866,0.47393866,0.0,0.43554688,INFORMATIVE
1.35,0.03,0.3,0.1,0.0,0.05,1:2,512,-1.68881042,0.65704288,1.8225,0.95179242,0.95179242,nan,0.82655937,0.57567756,0.57567756,0.0,0.0,NEAR_RANDOM
1.35,0.03,0.3,0.1,0.0,0.45,1:2,512,1.62883603,5.22987458,1.8225,1.08600194,1.08600194,1.24994114,0.61236534,0.05892878,0.05892878,0.0,0.11523438,NEAR_RANDOM
1.35,0.03,0.3,0.1,0.0,0.85,1:2,512,0.68230319,11.14236171,1.8225,0.95328318,0.95328318,0.97961386,0.33382388,0.2065102,0.2065102,0.0,0.40429688,NEAR_RANDOM
1.35,0.03,0.3,0.1,0.8,0.05,1:2,512,2.9858482,0.66985913,2.10009388,0.79312984,1.38274789,nan,1.37923353,0.57853456,0.57853456,0.0,0.0,REVERSE
1.35,0.03,0.3,0.1,0.8,0.45,1:2,512,-1.63817336,5.88659684,2.18641474,1.99483478,0.75808504,0.96819829,0.57664263,0.41772425,0.41772425,0.0,0.10742188,INFORMATIVE
1.35,0.03,0.3,0.1,0.8,0.85,1:2,512,-0.69072035,12.91922251,2.05648992,2.03838319,0.51293927,0.75746508,0.23594372,0.41916616,0.41916616,0.0,0.41210938,INFORMATIVE
1.35,0.03,0.3,0.4,-0.8,0.05,1:2,512,-1.99085705,0.70867802,2.09519398,1.38114182,0.68043134,nan,0.67884681,0.57998231,0.57998231,0.0,0.0,INFORMATIVE
1.35,0.03,0.3,0.4,-0.8,0.45,1:2,512,-1.35941123,6.76501329,2.03382134,2.47031648,0.6125232,0.89706274,0.48422681,0.36032135,0.36032135,0.0,0.09960938,INFORMATIVE
1.35,0.03,0.3,0.4,-0.8,0.85,1:2,512,1.39287594,12.89364469,2.09753962,2.14634955,0.6291938,0.97484822,0.22553309,0.45874371,0.45874371,0.0,0.41601562,INFORMATIVE
1.35,0.03,0.3,0.4,0.0,0.05,1:2,512,2.97636356,0.63448521,1.8225,1.16265278,1.16265278,nan,0.80594751,0.62635677,0.62635677,0.0,0.0,REVERSE
1.35,0.03,0.3,0.4,0.0,0.45,1:2,512,2.54172122,4.51433199,1.8225,0.88682836,0.88682836,0.67449587,0.60023236,0.06346704,0.06346704,0.0,0.07226562,INFORMATIVE
1.35,0.03,0.3,0.4,0.0,0.85,1:2,512,4.22931966,10.695559,1.8225,0.9753393,0.9753393,0.99935113,0.3515835,0.2931706,0.2931706,0.0,0.38671875,NEAR_RANDOM
1.35,0.03,0.3,0.4,0.8,0.05,1:2,512,-3.37629922,0.82080244,2.09901501,2.14334454,0.97407996,0.0,0.97314665,0.60623765,0.60623765,0.0,0.00195312,NEAR_RANDOM
1.35,0.03,0.3,0.4,0.8,0.45,1:2,512,-1.02519038,5.85532709,2.09052553,1.9423437,0.76493476,0.97259612,0.5825488,0.39408657,0.39408657,0.0,0.10546875,INFORMATIVE
1.35,0.03,0.3,0.4,0.8,0.85,1:2,512,-3.02029999,13.56913067,2.10241412,2.17228465,0.53330403,0.84364732,0.24229658,0.33955865,0.33955865,0.0,0.41015625,INFORMATIVE
1.35,0.03,0.3,0.75,-0.8,0.05,1:2,512,3.34869561,0.67138817,2.13704097,1.25349544,0.79773646,nan,0.79664867,0.63198414,0.63198414,0.0,0.0,INFORMATIVE
1.35,0.03,0.3,0.75,-0.8,0.45,1:2,512,-1.9360214,6.67191709,2.1365582,2.56208169,0.57740027,0.94375378,0.42359265,0.73852748,0.73852748,0.0,0.12109375,INFORMATIVE
1.35,0.03,0.3,0.75,-0.8,0.85,1:2,512,-2.20763729,14.5046179,2.21260497,2.38612419,0.49071839,0.77534562,0.2088594,0.56646463,0.56646463,0.0,0.40625,INFORMATIVE
1.35,0.03,0.3,0.75,0.0,0.05,1:2,512,3.72826382,0.70857097,1.8225,1.01308127,1.01308127,nan,0.88052264,0.63198495,0.63198495,0.0,0.0,NEAR_RANDOM
1.35,0.03,0.3,0.75,0.0,0.45,1:2,512,-0.87038336,4.57251662,1.8225,0.98611183,0.98611183,1.04724837,0.71002535,0.07737543,0.07737543,0.0,0.07226562,NEAR_RANDOM
1.35,0.03,0.3,0.75,0.0,0.85,1:2,512,2.0983743,11.84102239,1.8225,1.30819574,1.30819574,1.09271725,0.30555496,0.3917001,0.3917001,0.0,0.36914062,REVERSE
1.35,0.03,0.3,0.75,0.8,0.05,1:2,512,-0.85648862,0.70339627,2.11397033,0.7682445,1.52274344,nan,1.5198134,0.5236698,0.5236698,0.0,0.0,REVERSE
1.35,0.03,0.3,0.75,0.8,0.45,1:2,512,-2.60583091,7.20933611,2.13954315,2.63855265,0.57130749,0.96097573,0.40975499,0.37903629,0.37903629,0.0,0.12109375,INFORMATIVE
1.35,0.03,0.3,0.75,0.8,0.85,1:2,512,2.74401566,15.01349281,2.11089697,2.41974486,0.49260588,0.84316744,0.18289474,0.52419151,0.52419151,0.0,0.41015625,INFORMATIVE
1.35,0.03,0.47,0.1,-0.8,0.05,1:2,512,1.61066116,1.15800487,2.15266869,3.34356728,0.34592958,0.00297708,0.34556969,0.98661947,0.98661947,0.0,0.01171875,INFORMATIVE
1.35,0.03,0.47,0.1,-0.8,0.45,1:2,512,1.95080139,7.37222994,2.14368656,2.50132738,0.47856925,0.50055313,0.36670712,0.30941846,0.30941846,0.0,0.12695312,INFORMATIVE
1.35,0.03,0.47,0.1,-0.8,0.85,1:2,512,1.85271547,14.26189063,2.22571255,2.02362959,0.60100097,0.8832692,0.2091779,0.57510857,0.57510857,0.0,0.44140625,INFORMATIVE
1.35,0.03,0.47,0.1,0.0,0.05,1:2,512,-0.41351446,0.72870036,1.8225,1.09506186,1.09506186,nan,0.87985202,0.60712688,0.60712688,0.0,0.0,NEAR_RANDOM
1.35,0.03,0.47,0.1,0.0,0.45,1:2,512,-0.43633369,4.70439844,1.8225,1.05575537,1.05575537,0.92454969,0.66147685,0.05564088,0.05564088,0.0,0.08789062,NEAR_RANDOM
1.35,0.03,0.47,0.1,0.0,0.85,1:2,512,-2.33333818,13.18656103,1.8225,1.01281473,1.01281473,0.88756273,0.24991177,0.36875978,0.36875978,0.0,0.40625,NEAR_RANDOM
1.35,0.03,0.47,0.1,0.8,0.05,1:2,512,4.80668813,1.32782138,2.08587385,3.76127131,0.43229628,0.0,0.43101142,0.80531077,0.80531077,0.0,0.00976562,INFORMATIVE
1.35,0.03,0.47,0.1,0.8,0.45,1:2,512,1.78204975,9.41217974,2.10701345,2.55694066,0.38728339,0.57923148,0.29676896,0.58552918,0.58552918,0.0,0.1796875,INFORMATIVE
1.35,0.03,0.47,0.1,0.8,0.85,1:2,512,-3.06452285,14.62023514,2.13918747,2.01723383,0.50785577,0.81520983,0.22115707,0.68358472,0.68358472,0.0,0.4296875,INFORMATIVE
1.35,0.03,0.47,0.4,-0.8,0.05,1:2,512,-0.09573324,1.48368113,2.12855239,4.07034263,0.27229455,0.0,0.27067902,0.36087977,0.36087977,0.0,0.01171875,INFORMATIVE
1.35,0.03,0.47,0.4,-0.8,0.45,1:2,512,-1.25416448,8.35923689,2.19671244,2.59635827,0.43266502,0.50241963,0.33491455,0.56195862,0.56195862,0.0,0.1640625,INFORMATIVE
1.35,0.03,0.47,0.4,-0.8,0.85,1:2,512,-1.82160549,16.2641802,2.22846543,2.16454595,0.67252281,0.88964802,0.160698,0.63633999,0.63633999,0.0,0.45117188,INFORMATIVE
1.35,0.03,0.47,0.4,0.0,0.05,1:2,512,3.94588933,0.6834002,1.8225,1.00578528,1.00578528,nan,0.78378204,0.52110124,0.52110124,0.0,0.0,NEAR_RANDOM
1.35,0.03,0.47,0.4,0.0,0.45,1:2,512,-1.65491729,4.77514157,1.8225,0.91976271,0.91976271,0.84805261,0.64822187,0.12053475,0.12053475,0.0,0.0859375,NEAR_RANDOM
1.35,0.03,0.47,0.4,0.0,0.85,1:2,512,0.80645473,14.15225866,1.8225,1.03642486,1.03642486,1.07986624,0.22037402,0.43581172,0.43581172,0.0,0.42382812,NEAR_RANDOM
