dataset,cluster_index,cluster
FAIR1M,1271,3999__1024__0___0
FAIR1M,1272,4010__1024__0___0
FAIR1M,1273,401__1024__0___0
FAIR1M,1274,401__1024__476___0
FAIR1M,1275,4039__1024__0___0
FAIR1M,1276,4064__1024__0___0
FAIR1M,1277,4065__1024__0___0
FAIR1M,1278,4068__1024__0___0
FAIR1M,1279,4069__1024__0___0
FAIR1M,1280,4071__1024__0___0
FAIR1M,1281,4078__1024__0___0
FAIR1M,1282,4091__1024__0___0
FAIR1M,1283,4094__1024__0___0
FAIR1M,1284,409__1024__476___0
FAIR1M,1285,4108__1024__0___0
FAIR1M,1286,4116__1024__0___0
FAIR1M,1287,4119__1024__0___0
FAIR1M,1288,4148__1024__0___0
FAIR1M,1289,414__1024__0___476
FAIR1M,1290,414__1024__476___0
FAIR1M,1291,414__1024__476___476
FAIR1M,1292,4158__1024__0___0
FAIR1M,1293,4164__1024__0___0
FAIR1M,1294,4166__1024__0___0
FAIR1M,1295,4181__1024__0___0
FAIR1M,1296,4195__1024__0___0
FAIR1M,1297,4203__1024__0___0
FAIR1M,1298,4205__1024__0___0
FAIR1M,1299,4252__1024__0___0
FAIR1M,1300,4252__1024__0___824
FAIR1M,1301,4252__1024__824___824
FAIR1M,1302,4252__1024__976___824
FAIR1M,1303,4266__1024__0___0
FAIR1M,1304,4269__1024__0___0
FAIR1M,1305,4285__1024__0___0
FAIR1M,1306,4292__1024__0___0
FAIR1M,1307,42__1024__0___0
FAIR1M,1308,430__1024__0___0
FAIR1M,1309,430__1024__476___476
FAIR1M,1310,4311__1024__0___0
FAIR1M,1311,4314__1024__0___0
FAIR1M,1312,4320__1024__0___0
FAIR1M,1313,4332__1024__0___0
FAIR1M,1314,4335__1024__0___0
FAIR1M,1315,4336__1024__0___0
FAIR1M,1316,4337__1024__0___0
FAIR1M,1317,4341__1024__0___0
FAIR1M,1318,4345__1024__0___0
FAIR1M,1319,4386__1024__0___0
FAIR1M,1320,4392__1024__0___0
FAIR1M,1321,4409__1024__0___0
FAIR1M,1322,4410__1024__0___0
FAIR1M,1323,4438__1024__0___0
FAIR1M,1324,4443__1024__0___0
FAIR1M,1325,445__1024__0___476
FAIR1M,1326,445__1024__476___0
FAIR1M,1327,4469__1024__0___0
FAIR1M,1328,4473__1024__0___0
FAIR1M,1329,447__1024__0___0
FAIR1M,1330,4488__1024__0___0
FAIR1M,1331,4489__1024__0___0
FAIR1M,1332,4490__1024__0___0
FAIR1M,1333,4502__1024__0___0
FAIR1M,1334,4517__1024__0___0
FAIR1M,1335,4529__1024__0___0
FAIR1M,1336,453__1024__0___0
FAIR1M,1337,453__1024__0___1648
FAIR1M,1338,453__1024__0___3976
FAIR1M,1339,453__1024__1648___1648
FAIR1M,1340,453__1024__1648___3296
FAIR1M,1341,453__1024__1648___824
FAIR1M,1342,453__1024__2472___0
FAIR1M,1343,453__1024__2472___2472
FAIR1M,1344,453__1024__2472___3296
FAIR1M,1345,453__1024__2472___824
FAIR1M,1346,453__1024__3296___1648
FAIR1M,1347,453__1024__3296___2472
FAIR1M,1348,453__1024__3296___3296
FAIR1M,1349,453__1024__3296___3976
FAIR1M,1350,453__1024__3976___1648
FAIR1M,1351,453__1024__3976___2472
FAIR1M,1352,453__1024__3976___3296
FAIR1M,1353,453__1024__824___2472
FAIR1M,1354,453__1024__824___3296
FAIR1M,1355,453__1024__824___3976
FAIR1M,1356,453__1024__824___824
FAIR1M,1357,4552__1024__0___0
FAIR1M,1358,4554__1024__0___0
FAIR1M,1359,4577__1024__0___0
FAIR1M,1360,4583__1024__0___0
FAIR1M,1361,4595__1024__0___0
FAIR1M,1362,4600__1024__0___0
FAIR1M,1363,4604__1024__0___0
FAIR1M,1364,4609__1024__0___0
FAIR1M,1365,460__1024__0___0
FAIR1M,1366,4626__1024__0___0
FAIR1M,1367,4629__1024__0___0
FAIR1M,1368,462__1024__476___476
FAIR1M,1369,4637__1024__0___0
FAIR1M,1370,4663__1024__0___0
FAIR1M,1371,4674__1024__0___0
FAIR1M,1372,4698__1024__0___0
FAIR1M,1373,4699__1024__0___0
FAIR1M,1374,4703__1024__0___0
FAIR1M,1375,4708__1024__0___0
FAIR1M,1376,470__1024__0___0
FAIR1M,1377,4717__1024__0___0
FAIR1M,1378,4721__1024__0___0
FAIR1M,1379,4728__1024__0___0
FAIR1M,1380,4740__1024__0___0
FAIR1M,1381,4742__1024__0___0
FAIR1M,1382,4743__1024__0___0
FAIR1M,1383,474__1024__476___0
FAIR1M,1384,4759__1024__0___0
FAIR1M,1385,4765__1024__0___0
FAIR1M,1386,476__1024__0___0
FAIR1M,1387,476__1024__476___476
FAIR1M,1388,4771__1024__0___0
FAIR1M,1389,4786__1024__0___0
FAIR1M,1390,4798__1024__0___0
FAIR1M,1391,479__1024__476___476
FAIR1M,1392,4803__1024__0___0
FAIR1M,1393,480__1024__0___0
FAIR1M,1394,4811__1024__0___0
FAIR1M,1395,4838__1024__0___0
FAIR1M,1396,4843__1024__0___0
FAIR1M,1397,484__1024__0___0
FAIR1M,1398,4861__1024__0___0
FAIR1M,1399,4868__1024__0___0
FAIR1M,1400,4891__1024__0___0
FAIR1M,1401,4898__1024__0___0
FAIR1M,1402,489__1024__0___0
FAIR1M,1403,489__1024__0___476
FAIR1M,1404,489__1024__476___476
FAIR1M,1405,4902__1024__0___0
FAIR1M,1406,4917__1024__0___0
FAIR1M,1407,491__1024__0___0
FAIR1M,1408,4923__1024__0___0
FAIR1M,1409,4925__1024__0___0
FAIR1M,1410,4934__1024__0___0
FAIR1M,1411,4937__1024__0___0
FAIR1M,1412,4957__1024__0___0
FAIR1M,1413,4964__1024__0___0
FAIR1M,1414,4977__1024__0___0
FAIR1M,1415,4987__1024__0___0
FAIR1M,1416,5001__1024__0___0
FAIR1M,1417,5004__1024__0___0
FAIR1M,1418,5009__1024__0___0
FAIR1M,1419,5014__1024__0___0
FAIR1M,1420,5017__1024__0___0
FAIR1M,1421,5017__1024__0___1648
FAIR1M,1422,5017__1024__0___824
FAIR1M,1423,5017__1024__2472___0
FAIR1M,1424,5017__1024__2472___824
FAIR1M,1425,5017__1024__2976___0
FAIR1M,1426,5017__1024__2976___1648
FAIR1M,1427,5017__1024__2976___2472
FAIR1M,1428,5017__1024__2976___2976
FAIR1M,1429,5017__1024__824___2472
FAIR1M,1430,5020__1024__0___0
FAIR1M,1431,5058__1024__0___0
FAIR1M,1432,5063__1024__0___0
FAIR1M,1433,506__1024__0___0
FAIR1M,1434,506__1024__0___476
FAIR1M,1435,506__1024__476___0
FAIR1M,1436,5073__1024__0___0
FAIR1M,1437,5091__1024__0___0
FAIR1M,1438,5092__1024__0___0
FAIR1M,1439,5112__1024__0___0
FAIR1M,1440,511__1024__0___0
FAIR1M,1441,5121__1024__0___0
FAIR1M,1442,5129__1024__0___0
FAIR1M,1443,513__1024__0___0
FAIR1M,1444,513__1024__476___476
FAIR1M,1445,5143__1024__0___0
FAIR1M,1446,5161__1024__0___0
FAIR1M,1447,5164__1024__0___0
FAIR1M,1448,517__1024__0___0
FAIR1M,1449,517__1024__0___476
FAIR1M,1450,517__1024__476___476
FAIR1M,1451,5189__1024__0___0
FAIR1M,1452,5196__1024__0___0
FAIR1M,1453,5197__1024__0___0
FAIR1M,1454,5222__1024__0___0
FAIR1M,1455,5224__1024__0___0
FAIR1M,1456,5233__1024__0___0
FAIR1M,1457,5242__1024__0___0
FAIR1M,1458,525__1024__0___0
FAIR1M,1459,5268__1024__0___0
FAIR1M,1460,526__1024__0___0
FAIR1M,1461,5276__1024__0___0
FAIR1M,1462,5288__1024__0___0
FAIR1M,1463,5297__1024__0___0
FAIR1M,1464,5316__1024__0___0
FAIR1M,1465,5319__1024__0___0
FAIR1M,1466,5331__1024__0___0
FAIR1M,1467,5335__1024__0___0
FAIR1M,1468,5367__1024__0___0
FAIR1M,1469,5370__1024__0___0
FAIR1M,1470,5384__1024__0___0
FAIR1M,1471,5395__1024__0___0
FAIR1M,1472,5407__1024__0___0
FAIR1M,1473,5411__1024__0___0
FAIR1M,1474,5422__1024__0___0
FAIR1M,1475,544__1024__0___0
FAIR1M,1476,5462__1024__0___0
FAIR1M,1477,5463__1024__0___0
FAIR1M,1478,5466__1024__0___0
FAIR1M,1479,5467__1024__0___824
FAIR1M,1480,5467__1024__824___824
FAIR1M,1481,5467__1024__824___976
FAIR1M,1482,5467__1024__976___824
FAIR1M,1483,5467__1024__976___976
FAIR1M,1484,546__1024__0___476
FAIR1M,1485,5473__1024__0___0
FAIR1M,1486,5477__1024__0___0
FAIR1M,1487,5482__1024__0___0
FAIR1M,1488,5487__1024__0___0
FAIR1M,1489,551__1024__0___476
FAIR1M,1490,5531__1024__0___0
FAIR1M,1491,5541__1024__0___0
FAIR1M,1492,5543__1024__0___0
FAIR1M,1493,5554__1024__0___0
FAIR1M,1494,5569__1024__0___0
FAIR1M,1495,556__1024__0___0
FAIR1M,1496,5605__1024__0___0
FAIR1M,1497,5616__1024__0___0
FAIR1M,1498,562__1024__0___0
FAIR1M,1499,5631__1024__0___0
FAIR1M,1500,563__1024__0___0
FAIR1M,1501,563__1024__476___0
FAIR1M,1502,563__1024__476___476
FAIR1M,1503,5648__1024__0___0
FAIR1M,1504,5651__1024__0___0
FAIR1M,1505,5656__1024__0___0
FAIR1M,1506,5659__1024__0___0
FAIR1M,1507,5660__1024__0___0
FAIR1M,1508,5663__1024__0___0
FAIR1M,1509,5671__1024__0___0
FAIR1M,1510,5674__1024__0___0
FAIR1M,1511,567__1024__0___0
FAIR1M,1512,5682__1024__0___0
FAIR1M,1513,5698__1024__0___0
FAIR1M,1514,5699__1024__0___0
FAIR1M,1515,5699__1024__824___824
FAIR1M,1516,5699__1024__824___976
FAIR1M,1517,5699__1024__976___824
FAIR1M,1518,5699__1024__976___976
FAIR1M,1519,5720__1024__0___0
FAIR1M,1520,5721__1024__0___0
FAIR1M,1521,5728__1024__0___0
FAIR1M,1522,5729__1024__0___0
FAIR1M,1523,5730__1024__0___0
FAIR1M,1524,5737__1024__0___0
FAIR1M,1525,5746__1024__0___0
FAIR1M,1526,5750__1024__0___0
FAIR1M,1527,5754__1024__0___0
FAIR1M,1528,5759__1024__0___0
FAIR1M,1529,5781__1024__0___0
FAIR1M,1530,5811__1024__0___0
FAIR1M,1531,583__1024__0___0
FAIR1M,1532,583__1024__0___476
FAIR1M,1533,583__1024__476___476
FAIR1M,1534,5841__1024__0___0
FAIR1M,1535,584__1024__0___0
FAIR1M,1536,585__1024__0___0
FAIR1M,1537,5876__1024__0___0
FAIR1M,1538,5879__1024__0___2472
FAIR1M,1539,5879__1024__0___824
FAIR1M,1540,5879__1024__1648___2472
FAIR1M,1541,5879__1024__1648___824
FAIR1M,1542,5879__1024__2472___824
FAIR1M,1543,5879__1024__2976___0
FAIR1M,1544,5879__1024__2976___1648
FAIR1M,1545,5879__1024__2976___2472
FAIR1M,1546,5879__1024__824___1648
FAIR1M,1547,5879__1024__824___2472
FAIR1M,1548,5879__1024__824___2976
FAIR1M,1549,5881__1024__0___0
FAIR1M,1550,5883__1024__0___0
FAIR1M,1551,5894__1024__0___0
FAIR1M,1552,5897__1024__0___0
FAIR1M,1553,58__1024__0___0
FAIR1M,1554,5900__1024__0___0
FAIR1M,1555,590__1024__0___0
FAIR1M,1556,5918__1024__0___0
FAIR1M,1557,5931__1024__0___0
FAIR1M,1558,5940__1024__0___0
FAIR1M,1559,5957__1024__0___0
FAIR1M,1560,5965__1024__0___0
FAIR1M,1561,5979__1024__0___0
FAIR1M,1562,5981__1024__0___0
FAIR1M,1563,5997__1024__0___0
FAIR1M,1564,6010__1024__0___0
FAIR1M,1565,6022__1024__0___0
FAIR1M,1566,6048__1024__0___0
FAIR1M,1567,6058__1024__0___0
FAIR1M,1568,6062__1024__0___0
FAIR1M,1569,6062__1024__0___824
FAIR1M,1570,6062__1024__824___824
FAIR1M,1571,6062__1024__824___976
FAIR1M,1572,6062__1024__976___824
FAIR1M,1573,6062__1024__976___976
FAIR1M,1574,6063__1024__0___0
FAIR1M,1575,6066__1024__0___0
FAIR1M,1576,6069__1024__0___0
FAIR1M,1577,608__1024__0___0
FAIR1M,1578,6096__1024__0___0
FAIR1M,1579,6102__1024__0___0
FAIR1M,1580,6112__1024__0___0
FAIR1M,1581,6113__1024__0___0
FAIR1M,1582,611__1024__0___0
FAIR1M,1583,6124__1024__0___0
FAIR1M,1584,6130__1024__0___0
FAIR1M,1585,6134__1024__0___0
FAIR1M,1586,6135__1024__0___0
FAIR1M,1587,6144__1024__0___0
FAIR1M,1588,6147__1024__0___0
FAIR1M,1589,6160__1024__0___0
FAIR1M,1590,6171__1024__0___0
FAIR1M,1591,6172__1024__0___0
FAIR1M,1592,6173__1024__0___0
FAIR1M,1593,6175__1024__0___0
FAIR1M,1594,6176__1024__0___0
FAIR1M,1595,6180__1024__0___0
FAIR1M,1596,6182__1024__0___0
FAIR1M,1597,6193__1024__0___0
FAIR1M,1598,6199__1024__0___0
FAIR1M,1599,6225__1024__0___0
FAIR1M,1600,6227__1024__0___0
FAIR1M,1601,6230__1024__0___0
FAIR1M,1602,6240__1024__0___0
FAIR1M,1603,6244__1024__0___0
FAIR1M,1604,6246__1024__0___0
FAIR1M,1605,6254__1024__0___976
FAIR1M,1606,6254__1024__824___824
FAIR1M,1607,6254__1024__824___976
FAIR1M,1608,6254__1024__976___824
FAIR1M,1609,6254__1024__976___976
FAIR1M,1610,6256__1024__0___0
FAIR1M,1611,6261__1024__0___0
FAIR1M,1612,6262__1024__0___0
FAIR1M,1613,6265__1024__0___0
FAIR1M,1614,6281__1024__0___0
FAIR1M,1615,6283__1024__0___0
FAIR1M,1616,6284__1024__0___0
FAIR1M,1617,6295__1024__0___0
FAIR1M,1618,6304__1024__0___0
FAIR1M,1619,6319__1024__0___0
FAIR1M,1620,6324__1024__0___0
FAIR1M,1621,6325__1024__0___0
FAIR1M,1622,6329__1024__0___0
FAIR1M,1623,6357__1024__0___0
FAIR1M,1624,6359__1024__0___0
FAIR1M,1625,6371__1024__0___0
FAIR1M,1626,6374__1024__0___0
FAIR1M,1627,6393__1024__0___0
FAIR1M,1628,6399__1024__0___0
FAIR1M,1629,6408__1024__0___0
FAIR1M,1630,6409__1024__0___0
FAIR1M,1631,6437__1024__824___0
FAIR1M,1632,6437__1024__824___824
FAIR1M,1633,6437__1024__824___976
FAIR1M,1634,6437__1024__976___0
FAIR1M,1635,6437__1024__976___976
FAIR1M,1636,643__1024__0___0
FAIR1M,1637,643__1024__476___476
FAIR1M,1638,6443__1024__0___0
FAIR1M,1639,6445__1024__0___0
FAIR1M,1640,6446__1024__0___0
FAIR1M,1641,6446__1024__0___824
FAIR1M,1642,6446__1024__0___976
FAIR1M,1643,6446__1024__976___976
FAIR1M,1644,6462__1024__0___0
FAIR1M,1645,6471__1024__0___0
FAIR1M,1646,6479__1024__0___0
FAIR1M,1647,6491__1024__0___0
FAIR1M,1648,6506__1024__0___0
FAIR1M,1649,6510__1024__0___0
FAIR1M,1650,6511__1024__0___0
FAIR1M,1651,6516__1024__0___0
FAIR1M,1652,6521__1024__0___0
FAIR1M,1653,6523__1024__0___0
FAIR1M,1654,6529__1024__0___0
FAIR1M,1655,6538__1024__0___0
FAIR1M,1656,6540__1024__0___0
FAIR1M,1657,6542__1024__0___0
FAIR1M,1658,6542__1024__0___976
FAIR1M,1659,6542__1024__824___0
FAIR1M,1660,6542__1024__824___824
FAIR1M,1661,6542__1024__824___976
FAIR1M,1662,6542__1024__976___0
FAIR1M,1663,6542__1024__976___976
FAIR1M,1664,6561__1024__0___0
FAIR1M,1665,6577__1024__0___0
FAIR1M,1666,6584__1024__0___0
FAIR1M,1667,6600__1024__0___0
FAIR1M,1668,6609__1024__0___0
FAIR1M,1669,6610__1024__0___0
FAIR1M,1670,6619__1024__0___0
FAIR1M,1671,6620__1024__0___0
FAIR1M,1672,6626__1024__0___0
FAIR1M,1673,6645__1024__0___0
FAIR1M,1674,6649__1024__0___0
FAIR1M,1675,6654__1024__0___0
FAIR1M,1676,6656__1024__0___0
FAIR1M,1677,6658__1024__0___0
FAIR1M,1678,6672__1024__0___0
FAIR1M,1679,6677__1024__0___0
FAIR1M,1680,6689__1024__0___0
FAIR1M,1681,671__1024__476___476
FAIR1M,1682,6722__1024__0___0
FAIR1M,1683,6724__1024__0___0
FAIR1M,1684,6730__1024__0___0
FAIR1M,1685,6732__1024__0___0
FAIR1M,1686,675__1024__0___0
FAIR1M,1687,6782__1024__0___0
FAIR1M,1688,6788__1024__0___0
FAIR1M,1689,6792__1024__0___0
FAIR1M,1690,6793__1024__0___0
FAIR1M,1691,679__1024__0___0
FAIR1M,1692,6801__1024__0___0
FAIR1M,1693,6822__1024__0___0
FAIR1M,1694,6849__1024__0___0
FAIR1M,1695,6851__1024__0___0
FAIR1M,1696,6886__1024__0___0
FAIR1M,1697,6896__1024__0___0
FAIR1M,1698,6904__1024__0___0
FAIR1M,1699,6909__1024__0___0
FAIR1M,1700,6944__1024__0___0
FAIR1M,1701,6948__1024__0___0
FAIR1M,1702,6964__1024__0___0
FAIR1M,1703,6965__1024__0___0
FAIR1M,1704,6979__1024__0___0
FAIR1M,1705,6987__1024__0___0
FAIR1M,1706,6997__1024__0___0
FAIR1M,1707,6998__1024__0___0
FAIR1M,1708,7000__1024__0___0
FAIR1M,1709,700__1024__0___0
FAIR1M,1710,7027__1024__0___0
FAIR1M,1711,703__1024__0___0
FAIR1M,1712,7078__1024__0___0
FAIR1M,1713,7089__1024__0___0
FAIR1M,1714,7100__1024__0___0
FAIR1M,1715,710__1024__0___0
FAIR1M,1716,7128__1024__0___0
FAIR1M,1717,7145__1024__0___0
FAIR1M,1718,7147__1024__0___0
FAIR1M,1719,7151__1024__0___0
FAIR1M,1720,7157__1024__0___0
FAIR1M,1721,7159__1024__0___0
FAIR1M,1722,7161__1024__0___0
FAIR1M,1723,7164__1024__0___0
FAIR1M,1724,7166__1024__0___0
FAIR1M,1725,7170__1024__0___0
FAIR1M,1726,7175__1024__0___0
FAIR1M,1727,7176__1024__0___0
FAIR1M,1728,7177__1024__0___0
FAIR1M,1729,7196__1024__0___0
FAIR1M,1730,7204__1024__0___0
FAIR1M,1731,7224__1024__0___0
FAIR1M,1732,7269__1024__0___0
FAIR1M,1733,7288__1024__0___0
FAIR1M,1734,7295__1024__0___0
FAIR1M,1735,7298__1024__0___0
FAIR1M,1736,72__1024__0___0
FAIR1M,1737,7301__1024__0___0
FAIR1M,1738,7309__1024__0___0
FAIR1M,1739,7318__1024__0___0
FAIR1M,1740,7320__1024__0___0
FAIR1M,1741,7335__1024__0___0
FAIR1M,1742,7349__1024__0___0
FAIR1M,1743,7358__1024__0___0
FAIR1M,1744,7360__1024__0___0
FAIR1M,1745,7362__1024__0___0
FAIR1M,1746,7363__1024__0___0
FAIR1M,1747,7369__1024__0___0
FAIR1M,1748,7376__1024__0___0
FAIR1M,1749,7377__1024__0___0
FAIR1M,1750,737__1024__0___0
FAIR1M,1751,7389__1024__0___0
FAIR1M,1752,738__1024__0___0
FAIR1M,1753,7397__1024__0___0
FAIR1M,1754,7400__1024__0___0
FAIR1M,1755,7412__1024__0___0
FAIR1M,1756,7420__1024__0___0
FAIR1M,1757,7424__1024__0___0
FAIR1M,1758,7430__1024__0___0
FAIR1M,1759,7435__1024__0___0
FAIR1M,1760,7436__1024__0___0
FAIR1M,1761,7438__1024__0___0
FAIR1M,1762,7457__1024__0___0
FAIR1M,1763,7460__1024__0___0
FAIR1M,1764,7478__1024__0___0
FAIR1M,1765,747__1024__0___0
FAIR1M,1766,7495__1024__0___0
FAIR1M,1767,7505__1024__0___0
FAIR1M,1768,750__1024__0___0
FAIR1M,1769,7515__1024__0___0
FAIR1M,1770,7525__1024__0___0
FAIR1M,1771,7537__1024__0___0
FAIR1M,1772,7544__1024__0___0
FAIR1M,1773,7547__1024__0___0
FAIR1M,1774,7552__1024__0___0
FAIR1M,1775,7582__1024__0___0
FAIR1M,1776,7595__1024__0___0
FAIR1M,1777,7609__1024__0___0
FAIR1M,1778,760__1024__0___0
FAIR1M,1779,760__1024__0___1976
FAIR1M,1780,760__1024__0___824
FAIR1M,1781,760__1024__1648___1648
FAIR1M,1782,760__1024__1648___1976
FAIR1M,1783,760__1024__1976___0
FAIR1M,1784,760__1024__1976___1648
FAIR1M,1785,760__1024__1976___1976
FAIR1M,1786,760__1024__824___1976
FAIR1M,1787,760__1024__824___824
FAIR1M,1788,7612__1024__0___0
FAIR1M,1789,7615__1024__0___0
FAIR1M,1790,7627__1024__0___0
FAIR1M,1791,7644__1024__0___0
FAIR1M,1792,764__1024__0___0
FAIR1M,1793,764__1024__0___476
FAIR1M,1794,7659__1024__0___0
FAIR1M,1795,7664__1024__0___0
FAIR1M,1796,7691__1024__0___0
FAIR1M,1797,7698__1024__0___0
FAIR1M,1798,7702__1024__0___0
FAIR1M,1799,7714__1024__0___0
FAIR1M,1800,7720__1024__0___0
FAIR1M,1801,7740__1024__0___1648
FAIR1M,1802,7740__1024__1648___2976
FAIR1M,1803,7740__1024__2472___0
FAIR1M,1804,7740__1024__2472___1648
FAIR1M,1805,7740__1024__2472___2472
FAIR1M,1806,7740__1024__2472___824
FAIR1M,1807,7740__1024__2976___0
FAIR1M,1808,7740__1024__2976___2976
FAIR1M,1809,7740__1024__2976___824
FAIR1M,1810,7740__1024__824___1648
FAIR1M,1811,7740__1024__824___824
FAIR1M,1812,7750__1024__0___0
FAIR1M,1813,7761__1024__824___0
FAIR1M,1814,7761__1024__976___824
FAIR1M,1815,7767__1024__0___0
FAIR1M,1816,7781__1024__0___0
FAIR1M,1817,778__1024__0___0
FAIR1M,1818,7793__1024__0___0
FAIR1M,1819,7802__1024__0___0
FAIR1M,1820,7803__1024__0___0
FAIR1M,1821,7805__1024__0___0
FAIR1M,1822,7825__1024__0___0
FAIR1M,1823,782__1024__0___0
FAIR1M,1824,7835__1024__0___0
FAIR1M,1825,7852__1024__0___0
FAIR1M,1826,7858__1024__0___0
FAIR1M,1827,7860__1024__0___0
FAIR1M,1828,7863__1024__0___0
FAIR1M,1829,7876__1024__0___0
FAIR1M,1830,7893__1024__0___0
FAIR1M,1831,789__1024__0___0
FAIR1M,1832,789__1024__0___1648
FAIR1M,1833,789__1024__0___1976
FAIR1M,1834,789__1024__1648___0
FAIR1M,1835,789__1024__1648___1648
FAIR1M,1836,789__1024__1648___824
FAIR1M,1837,789__1024__1976___824
FAIR1M,1838,789__1024__824___0
FAIR1M,1839,7904__1024__0___0
FAIR1M,1840,7910__1024__0___0
FAIR1M,1841,7911__1024__0___0
FAIR1M,1842,7920__1024__0___0
FAIR1M,1843,7925__1024__0___0
FAIR1M,1844,7928__1024__0___0
FAIR1M,1845,7932__1024__0___0
FAIR1M,1846,7937__1024__0___0
FAIR1M,1847,7939__1024__0___0
FAIR1M,1848,793__1024__0___0
FAIR1M,1849,7941__1024__0___0
FAIR1M,1850,7943__1024__0___0
FAIR1M,1851,7946__1024__0___0
FAIR1M,1852,7956__1024__0___0
FAIR1M,1853,7961__1024__0___0
FAIR1M,1854,7969__1024__0___0
FAIR1M,1855,7970__1024__0___0
FAIR1M,1856,7973__1024__0___0
FAIR1M,1857,7__1024__0___1976
FAIR1M,1858,7__1024__0___824
FAIR1M,1859,7__1024__1648___1648
FAIR1M,1860,7__1024__1648___1976
FAIR1M,1861,7__1024__1648___824
FAIR1M,1862,7__1024__1976___824
FAIR1M,1863,7__1024__824___1648
FAIR1M,1864,8015__1024__0___0
FAIR1M,1865,8018__1024__0___0
FAIR1M,1866,8034__1024__0___0
FAIR1M,1867,8052__1024__0___0
FAIR1M,1868,8064__1024__0___0
FAIR1M,1869,8077__1024__0___0
FAIR1M,1870,8088__1024__0___0
FAIR1M,1871,8091__1024__0___0
FAIR1M,1872,8093__1024__0___0
FAIR1M,1873,8098__1024__0___0
FAIR1M,1874,8099__1024__0___0
FAIR1M,1875,8109__1024__0___0
FAIR1M,1876,810__1024__0___476
FAIR1M,1877,8115__1024__0___0
FAIR1M,1878,8115__1024__0___824
FAIR1M,1879,8115__1024__824___824
FAIR1M,1880,8115__1024__824___976
FAIR1M,1881,8115__1024__976___0
FAIR1M,1882,8115__1024__976___976
FAIR1M,1883,8116__1024__0___0
FAIR1M,1884,8140__1024__0___0
FAIR1M,1885,8162__1024__0___0
FAIR1M,1886,8167__1024__0___0
FAIR1M,1887,8169__1024__0___0
FAIR1M,1888,8181__1024__0___0
FAIR1M,1889,819__1024__0___0
FAIR1M,1890,8221__1024__0___0
FAIR1M,1891,8225__1024__0___0
FAIR1M,1892,8239__1024__0___0
FAIR1M,1893,8241__1024__0___0
FAIR1M,1894,8259__1024__0___0
FAIR1M,1895,8283__1024__0___0
FAIR1M,1896,8291__1024__0___0
FAIR1M,1897,8299__1024__0___0
FAIR1M,1898,82__1024__0___0
FAIR1M,1899,82__1024__0___476
FAIR1M,1900,82__1024__476___0
FAIR1M,1901,82__1024__476___476
FAIR1M,1902,8300__1024__0___0
FAIR1M,1903,8304__1024__0___0
FAIR1M,1904,8311__1024__0___0
FAIR1M,1905,8316__1024__0___0
FAIR1M,1906,8326__1024__0___0
FAIR1M,1907,8339__1024__0___0
FAIR1M,1908,833__1024__1648___0
FAIR1M,1909,833__1024__1648___824
FAIR1M,1910,833__1024__1976___0
FAIR1M,1911,833__1024__1976___1976
FAIR1M,1912,833__1024__1976___824
FAIR1M,1913,833__1024__824___0
FAIR1M,1914,833__1024__824___1648
FAIR1M,1915,833__1024__824___1976
FAIR1M,1916,8345__1024__0___0
FAIR1M,1917,8346__1024__0___0
FAIR1M,1918,8357__1024__0___0
FAIR1M,1919,8375__1024__0___0
FAIR1M,1920,8376__1024__0___0
FAIR1M,1921,8377__1024__0___0
FAIR1M,1922,8399__1024__0___0
FAIR1M,1923,8410__1024__0___0
FAIR1M,1924,8416__1024__0___0
FAIR1M,1925,8417__1024__0___0
FAIR1M,1926,8426__1024__0___0
FAIR1M,1927,8427__1024__0___0
FAIR1M,1928,8438__1024__0___0
FAIR1M,1929,8452__1024__0___0
FAIR1M,1930,8470__1024__0___0
FAIR1M,1931,8473__1024__0___0
FAIR1M,1932,8484__1024__0___0
FAIR1M,1933,8488__1024__0___0
FAIR1M,1934,8491__1024__0___0
FAIR1M,1935,8493__1024__0___0
FAIR1M,1936,8498__1024__0___0
FAIR1M,1937,8501__1024__0___0
FAIR1M,1938,8501__1024__0___824
FAIR1M,1939,8501__1024__0___976
FAIR1M,1940,8501__1024__824___824
FAIR1M,1941,8501__1024__976___0
FAIR1M,1942,8501__1024__976___824
FAIR1M,1943,8501__1024__976___976
FAIR1M,1944,8507__1024__0___0
FAIR1M,1945,8513__1024__0___0
FAIR1M,1946,8524__1024__0___0
FAIR1M,1947,8526__1024__0___0
FAIR1M,1948,8536__1024__0___0
FAIR1M,1949,8547__1024__0___0
FAIR1M,1950,8547__1024__0___976
FAIR1M,1951,8547__1024__976___976
FAIR1M,1952,8556__1024__0___0
FAIR1M,1953,8566__1024__0___0
FAIR1M,1954,8593__1024__0___0
FAIR1M,1955,85__1024__0___0
FAIR1M,1956,8603__1024__0___0
FAIR1M,1957,8609__1024__0___0
FAIR1M,1958,8615__1024__0___0
FAIR1M,1959,8619__1024__0___0
FAIR1M,1960,8631__1024__824___0
FAIR1M,1961,8631__1024__824___824
FAIR1M,1962,8631__1024__976___0
FAIR1M,1963,8631__1024__976___976
FAIR1M,1964,8651__1024__0___0
FAIR1M,1965,8653__1024__0___0
FAIR1M,1966,8659__1024__0___0
FAIR1M,1967,8664__1024__0___0
FAIR1M,1968,8667__1024__0___0
FAIR1M,1969,8669__1024__0___0
FAIR1M,1970,8679__1024__0___0
