assignment_version,annotator_slot,task_order,anon_id,dataset,image_id,pred_id,crop_relpath,long_side_angle_deg_le90,cannot_determine,annotator_id,annotation_timestamp_utc
m4-v3-e6479d43f0b9,A,579,eb944a319b374ae1,SODA-A,02046__800__1200___1200,137,crops/eb944a319b374ae1.jpg,,,,
m4-v3-e6479d43f0b9,A,580,55e0b1fee6957531,SODA-A,00459__800__4000___0,3,crops/55e0b1fee6957531.jpg,,,,
m4-v3-e6479d43f0b9,A,581,dd85b2f6f32ed1a3,FAIR1M-v1.0,7751__1024__0___0,62,crops/dd85b2f6f32ed1a3.jpg,,,,
m4-v3-e6479d43f0b9,A,582,f485ea93e38002bb,FAIR1M-v1.0,14521__1024__0___0,0,crops/f485ea93e38002bb.jpg,,,,
m4-v3-e6479d43f0b9,A,583,d305a7cadaa8dcb4,SODA-A,01190__800__3600___2058,78,crops/d305a7cadaa8dcb4.jpg,,,,
m4-v3-e6479d43f0b9,A,584,e1e1a29038f708eb,FAIR1M-v1.0,12331__1024__0___0,227,crops/e1e1a29038f708eb.jpg,,,,
m4-v3-e6479d43f0b9,A,585,a1ac92677889c2bc,SODA-A,01740__800__1200___0,40,crops/a1ac92677889c2bc.jpg,,,,
m4-v3-e6479d43f0b9,A,586,5353c97faa36ff7f,FAIR1M-v1.0,15711__1024__0___0,27,crops/5353c97faa36ff7f.jpg,,,,
m4-v3-e6479d43f0b9,A,587,c6a28dfc5e8e1214,FAIR1M-v1.0,511__1024__0___0,39,crops/c6a28dfc5e8e1214.jpg,,,,
m4-v3-e6479d43f0b9,A,588,d08f7dafa6fe39a8,SODA-A,02114__800__2400___0,153,crops/d08f7dafa6fe39a8.jpg,,,,
m4-v3-e6479d43f0b9,A,589,49672db01fb92d36,FAIR1M-v1.0,10836__1024__1648___1648,2,crops/49672db01fb92d36.jpg,,,,
m4-v3-e6479d43f0b9,A,590,a6c0cf2286a0ba87,FAIR1M-v1.0,10647__1024__0___0,274,crops/a6c0cf2286a0ba87.jpg,,,,
m4-v3-e6479d43f0b9,A,591,4fc7c252fca7ecd9,FAIR1M-v1.0,3588__1024__0___0,264,crops/4fc7c252fca7ecd9.jpg,,,,
m4-v3-e6479d43f0b9,A,592,64b00adeeded4280,FAIR1M-v1.0,1534__1024__0___0,145,crops/64b00adeeded4280.jpg,,,,
m4-v3-e6479d43f0b9,A,593,29e5e3539c20f9bd,SODA-A,01926__800__3000___0,0,crops/29e5e3539c20f9bd.jpg,,,,
m4-v3-e6479d43f0b9,A,594,952f829ce13376ef,FAIR1M-v1.0,13828__1024__0___0,570,crops/952f829ce13376ef.jpg,,,,
m4-v3-e6479d43f0b9,A,595,24b80c44a1ca9878,FAIR1M-v1.0,5746__1024__0___0,8,crops/24b80c44a1ca9878.jpg,,,,
m4-v3-e6479d43f0b9,A,596,a54f9141d6b30b15,FAIR1M-v1.0,11680__1024__0___0,50,crops/a54f9141d6b30b15.jpg,,,,
m4-v3-e6479d43f0b9,A,597,b7958e320944f72a,FAIR1M-v1.0,1650__1024__0___0,93,crops/b7958e320944f72a.jpg,,,,
m4-v3-e6479d43f0b9,A,598,5069a0a031ebaee2,FAIR1M-v1.0,9254__1024__0___0,1,crops/5069a0a031ebaee2.jpg,,,,
m4-v3-e6479d43f0b9,A,599,5cebbe8d0c27b121,SODA-A,01885__800__2400___2045,0,crops/5cebbe8d0c27b121.jpg,,,,
m4-v3-e6479d43f0b9,A,600,f32c2edb6a22e9c3,DIOR-R,17043,39,crops/f32c2edb6a22e9c3.jpg,,,,
m4-v3-e6479d43f0b9,A,601,30dabc89dfd0061c,SODA-A,01583__800__3600___600,1,crops/30dabc89dfd0061c.jpg,,,,
m4-v3-e6479d43f0b9,A,602,1ba4a026f42e3a3b,DIOR-R,17456,91,crops/1ba4a026f42e3a3b.jpg,,,,
m4-v3-e6479d43f0b9,A,603,b15d46fda24c2884,FAIR1M-v1.0,8427__1024__0___0,34,crops/b15d46fda24c2884.jpg,,,,
m4-v3-e6479d43f0b9,A,604,5d17c5ab060647d6,FAIR1M-v1.0,1486__1024__0___0,42,crops/5d17c5ab060647d6.jpg,,,,
m4-v3-e6479d43f0b9,A,605,03f01a2b2741d77a,FAIR1M-v1.0,4637__1024__0___0,63,crops/03f01a2b2741d77a.jpg,,,,
m4-v3-e6479d43f0b9,A,606,66d095beb96d7303,FAIR1M-v1.0,3389__1024__0___0,75,crops/66d095beb96d7303.jpg,,,,
m4-v3-e6479d43f0b9,A,607,c0a8d349923c2e56,DIOR-R,20275,0,crops/c0a8d349923c2e56.jpg,,,,
m4-v3-e6479d43f0b9,A,608,4ac5a835b572abd4,DIOR-R,18180,0,crops/4ac5a835b572abd4.jpg,,,,
m4-v3-e6479d43f0b9,A,609,3579202ecfa3ba24,FAIR1M-v1.0,870__1024__0___0,42,crops/3579202ecfa3ba24.jpg,,,,
m4-v3-e6479d43f0b9,A,610,1bb2b2326864db99,FAIR1M-v1.0,2570__1024__0___0,48,crops/1bb2b2326864db99.jpg,,,,
m4-v3-e6479d43f0b9,A,611,9dee7bc7edd291c6,SODA-A,00855__800__3955___1200,138,crops/9dee7bc7edd291c6.jpg,,,,
m4-v3-e6479d43f0b9,A,612,5aa68cb1659e4666,DIOR-R,13174,49,crops/5aa68cb1659e4666.jpg,,,,
m4-v3-e6479d43f0b9,A,613,5a84551ad0737308,DIOR-R,12819,41,crops/5a84551ad0737308.jpg,,,,
m4-v3-e6479d43f0b9,A,614,979ba36f57714608,DIOR-R,14278,1,crops/979ba36f57714608.jpg,,,,
m4-v3-e6479d43f0b9,A,615,88f2e1f711ff09d5,FAIR1M-v1.0,1024__1024__476___0,290,crops/88f2e1f711ff09d5.jpg,,,,
m4-v3-e6479d43f0b9,A,616,a75741485b94d83c,DIOR-R,21290,0,crops/a75741485b94d83c.jpg,,,,
m4-v3-e6479d43f0b9,A,617,18cc46fbdbb2b404,SODA-A,02001__800__3600___1200,6,crops/18cc46fbdbb2b404.jpg,,,,
m4-v3-e6479d43f0b9,A,618,c4b4be0a023f7626,FAIR1M-v1.0,9744__1024__0___0,217,crops/c4b4be0a023f7626.jpg,,,,
m4-v3-e6479d43f0b9,A,619,791f633b8f409062,DIOR-R,13077,13,crops/791f633b8f409062.jpg,,,,
m4-v3-e6479d43f0b9,A,620,ba0795651de81c2d,SODA-A,00283__800__2400___1200,165,crops/ba0795651de81c2d.jpg,,,,
m4-v3-e6479d43f0b9,A,621,7ee19057d673f25c,SODA-A,00283__800__600___1974,274,crops/7ee19057d673f25c.jpg,,,,
m4-v3-e6479d43f0b9,A,622,ec093c884db655a2,SODA-A,01877__800__3000___1944,252,crops/ec093c884db655a2.jpg,,,,
m4-v3-e6479d43f0b9,A,623,1487b34bdae12bd9,DIOR-R,16905,6,crops/1487b34bdae12bd9.jpg,,,,
m4-v3-e6479d43f0b9,A,624,8c415034cb5b4bd4,FAIR1M-v1.0,7825__1024__0___0,197,crops/8c415034cb5b4bd4.jpg,,,,
m4-v3-e6479d43f0b9,A,625,64429de2e93188d2,FAIR1M-v1.0,1040__1024__0___0,219,crops/64429de2e93188d2.jpg,,,,
m4-v3-e6479d43f0b9,A,626,f7357de27dfb5e91,DIOR-R,19061,12,crops/f7357de27dfb5e91.jpg,,,,
m4-v3-e6479d43f0b9,A,627,dad3c7d8b2c28bee,FAIR1M-v1.0,3937__1024__824___824,1,crops/dad3c7d8b2c28bee.jpg,,,,
m4-v3-e6479d43f0b9,A,628,4c0e015b932a7a23,SODA-A,00266__800__0___1800,125,crops/4c0e015b932a7a23.jpg,,,,
m4-v3-e6479d43f0b9,A,629,543f66b9bcbee011,DIOR-R,13939,15,crops/543f66b9bcbee011.jpg,,,,
m4-v3-e6479d43f0b9,A,630,52fbd70960dc97eb,DIOR-R,20582,18,crops/52fbd70960dc97eb.jpg,,,,
m4-v3-e6479d43f0b9,A,631,dc8bfc8d81ff1563,SODA-A,00123__800__1800___1800,40,crops/dc8bfc8d81ff1563.jpg,,,,
m4-v3-e6479d43f0b9,A,632,c030bb997ec3036f,SODA-A,02004__800__1593___0,80,crops/c030bb997ec3036f.jpg,,,,
m4-v3-e6479d43f0b9,A,633,73e6956b404c2492,FAIR1M-v1.0,12150__1024__3296___2472,0,crops/73e6956b404c2492.jpg,,,,
m4-v3-e6479d43f0b9,A,634,7336b07c471c4d11,FAIR1M-v1.0,1066__1024__0___476,25,crops/7336b07c471c4d11.jpg,,,,
m4-v3-e6479d43f0b9,A,635,49e7342278bb6819,SODA-A,02455__800__2400___1200,84,crops/49e7342278bb6819.jpg,,,,
m4-v3-e6479d43f0b9,A,636,3ca91d12c058ffe5,DIOR-R,13236,29,crops/3ca91d12c058ffe5.jpg,,,,
m4-v3-e6479d43f0b9,A,637,0f19d7c88b330f80,FAIR1M-v1.0,9254__1024__0___0,84,crops/0f19d7c88b330f80.jpg,,,,
m4-v3-e6479d43f0b9,A,638,1d5085e897bfd35e,FAIR1M-v1.0,83__1024__0___0,101,crops/1d5085e897bfd35e.jpg,,,,
m4-v3-e6479d43f0b9,A,639,0c2274f02bf5ced3,DIOR-R,19635,46,crops/0c2274f02bf5ced3.jpg,,,,
m4-v3-e6479d43f0b9,A,640,56b495f36311def3,SODA-A,01875__800__3600___1985,12,crops/56b495f36311def3.jpg,,,,
m4-v3-e6479d43f0b9,A,641,8cc47ef867cda6cc,SODA-A,02455__800__1800___1200,93,crops/8cc47ef867cda6cc.jpg,,,,
m4-v3-e6479d43f0b9,A,642,eafde83baeb02368,DIOR-R,17518,9,crops/eafde83baeb02368.jpg,,,,
m4-v3-e6479d43f0b9,A,643,0902c22e558f2545,SODA-A,01252__800__600___600,2,crops/0902c22e558f2545.jpg,,,,
m4-v3-e6479d43f0b9,A,644,956505f4439c1068,SODA-A,00226__800__1800___1200,6,crops/956505f4439c1068.jpg,,,,
m4-v3-e6479d43f0b9,A,645,f61c30c602c2ef1e,DIOR-R,19486,4,crops/f61c30c602c2ef1e.jpg,,,,
m4-v3-e6479d43f0b9,A,646,c4228fb6718e7403,FAIR1M-v1.0,5415__1024__0___0,1,crops/c4228fb6718e7403.jpg,,,,
m4-v3-e6479d43f0b9,A,647,366dcf4d3c7b260c,FAIR1M-v1.0,11506__1024__976___976,41,crops/366dcf4d3c7b260c.jpg,,,,
m4-v3-e6479d43f0b9,A,648,362e824a6039344c,DIOR-R,12587,1,crops/362e824a6039344c.jpg,,,,
m4-v3-e6479d43f0b9,A,649,a3c5251924922cf5,DIOR-R,16742,38,crops/a3c5251924922cf5.jpg,,,,
m4-v3-e6479d43f0b9,A,650,d590a57d3de7dd6c,SODA-A,01387__800__3600___600,126,crops/d590a57d3de7dd6c.jpg,,,,
m4-v3-e6479d43f0b9,A,651,b0d71a781fe9354f,FAIR1M-v1.0,1562__1024__0___0,38,crops/b0d71a781fe9354f.jpg,,,,
m4-v3-e6479d43f0b9,A,652,2337de2fc6f1a82d,FAIR1M-v1.0,7937__1024__0___0,18,crops/2337de2fc6f1a82d.jpg,,,,
m4-v3-e6479d43f0b9,A,653,ea16914ee65b65b1,FAIR1M-v1.0,12222__1024__0___0,29,crops/ea16914ee65b65b1.jpg,,,,
m4-v3-e6479d43f0b9,A,654,5232f5bcd9e2e836,FAIR1M-v1.0,586__1024__0___0,114,crops/5232f5bcd9e2e836.jpg,,,,
m4-v3-e6479d43f0b9,A,655,2d21aff7bd0d84b4,FAIR1M-v1.0,15074__1024__0___0,84,crops/2d21aff7bd0d84b4.jpg,,,,
m4-v3-e6479d43f0b9,A,656,0d1772ab77c27577,SODA-A,02424__800__600___0,141,crops/0d1772ab77c27577.jpg,,,,
m4-v3-e6479d43f0b9,A,657,b0174ae7b6fb6002,FAIR1M-v1.0,1072__1024__0___0,242,crops/b0174ae7b6fb6002.jpg,,,,
m4-v3-e6479d43f0b9,A,658,bb8ead5cd5a656ca,DIOR-R,22491,7,crops/bb8ead5cd5a656ca.jpg,,,,
m4-v3-e6479d43f0b9,A,659,fc9299b4855ac803,DIOR-R,23020,2,crops/fc9299b4855ac803.jpg,,,,
m4-v3-e6479d43f0b9,A,660,a146230998912662,SODA-A,02107__800__1800___1985,154,crops/a146230998912662.jpg,,,,
m4-v3-e6479d43f0b9,A,661,665a00b3728188ec,DIOR-R,22676,14,crops/665a00b3728188ec.jpg,,,,
m4-v3-e6479d43f0b9,A,662,69730ba877cf59db,FAIR1M-v1.0,6081__1024__0___0,46,crops/69730ba877cf59db.jpg,,,,
m4-v3-e6479d43f0b9,A,663,7ea90bf551a972f0,DIOR-R,13952,4,crops/7ea90bf551a972f0.jpg,,,,
m4-v3-e6479d43f0b9,A,664,8f0d2b339f19c3a0,DIOR-R,20455,38,crops/8f0d2b339f19c3a0.jpg,,,,
m4-v3-e6479d43f0b9,A,665,7dd2cc7b5dd73003,SODA-A,01401__800__600___1200,13,crops/7dd2cc7b5dd73003.jpg,,,,
m4-v3-e6479d43f0b9,A,666,46de1178c2bc8959,SODA-A,01916__800__4000___2079,223,crops/46de1178c2bc8959.jpg,,,,
m4-v3-e6479d43f0b9,A,667,8051a5491c68bacc,FAIR1M-v1.0,13703__1024__0___0,292,crops/8051a5491c68bacc.jpg,,,,
m4-v3-e6479d43f0b9,A,668,4a8f4fe58dfc838b,DIOR-R,16370,190,crops/4a8f4fe58dfc838b.jpg,,,,
m4-v3-e6479d43f0b9,A,669,84715f96f90e43ca,SODA-A,00051__800__3955___1200,122,crops/84715f96f90e43ca.jpg,,,,
m4-v3-e6479d43f0b9,A,670,483763f4f3bb82c0,SODA-A,00190__800__1200___600,59,crops/483763f4f3bb82c0.jpg,,,,
m4-v3-e6479d43f0b9,A,671,7216b397a2673c2e,FAIR1M-v1.0,15255__1024__0___0,55,crops/7216b397a2673c2e.jpg,,,,
m4-v3-e6479d43f0b9,A,672,850c4b9e8579b256,FAIR1M-v1.0,5857__1024__0___0,99,crops/850c4b9e8579b256.jpg,,,,
m4-v3-e6479d43f0b9,A,673,6edc2239ac2c8176,FAIR1M-v1.0,4502__1024__0___0,2,crops/6edc2239ac2c8176.jpg,,,,
m4-v3-e6479d43f0b9,A,674,8d6624629867e278,SODA-A,00849__800__600___0,178,crops/8d6624629867e278.jpg,,,,
m4-v3-e6479d43f0b9,A,675,643528ecb8f50cd6,DIOR-R,12588,103,crops/643528ecb8f50cd6.jpg,,,,
m4-v3-e6479d43f0b9,A,676,0c38f4777b43ea8b,FAIR1M-v1.0,3994__1024__0___0,1,crops/0c38f4777b43ea8b.jpg,,,,
m4-v3-e6479d43f0b9,A,677,04252c8f5d8f4fb8,SODA-A,01319__800__0___0,32,crops/04252c8f5d8f4fb8.jpg,,,,
m4-v3-e6479d43f0b9,A,678,63bf52e1946b6979,DIOR-R,13605,7,crops/63bf52e1946b6979.jpg,,,,
m4-v3-e6479d43f0b9,A,679,53ddbd752ea652d6,DIOR-R,12335,2,crops/53ddbd752ea652d6.jpg,,,,
m4-v3-e6479d43f0b9,A,680,5b508d573b886550,SODA-A,01648__800__3955___1800,1,crops/5b508d573b886550.jpg,,,,
m4-v3-e6479d43f0b9,A,681,33b0698388232657,FAIR1M-v1.0,3129__1024__0___0,95,crops/33b0698388232657.jpg,,,,
m4-v3-e6479d43f0b9,A,682,e777dae3d68a8ad4,SODA-A,01865__800__1800___1800,2,crops/e777dae3d68a8ad4.jpg,,,,
m4-v3-e6479d43f0b9,A,683,bc0f408d35e2785e,DIOR-R,12356,45,crops/bc0f408d35e2785e.jpg,,,,
m4-v3-e6479d43f0b9,A,684,e6fa96ef1a3d90a1,SODA-A,01916__800__4000___2079,10,crops/e6fa96ef1a3d90a1.jpg,,,,
m4-v3-e6479d43f0b9,A,685,fc630ac89633a172,DIOR-R,18246,0,crops/fc630ac89633a172.jpg,,,,
m4-v3-e6479d43f0b9,A,686,32576cc9d7693937,FAIR1M-v1.0,789__1024__1976___824,9,crops/32576cc9d7693937.jpg,,,,
m4-v3-e6479d43f0b9,A,687,b2bdca6df2887285,FAIR1M-v1.0,1024__1024__476___0,129,crops/b2bdca6df2887285.jpg,,,,
m4-v3-e6479d43f0b9,A,688,47989c98f589c9fd,FAIR1M-v1.0,8523__1024__0___0,11,crops/47989c98f589c9fd.jpg,,,,
m4-v3-e6479d43f0b9,A,689,e6944fa9c80fb818,FAIR1M-v1.0,12666__1024__0___0,24,crops/e6944fa9c80fb818.jpg,,,,
m4-v3-e6479d43f0b9,A,690,8558609dc1c919bd,SODA-A,01355__800__600___600,161,crops/8558609dc1c919bd.jpg,,,,
m4-v3-e6479d43f0b9,A,691,d58fdb7847bbbca7,FAIR1M-v1.0,16114__1024__0___0,0,crops/d58fdb7847bbbca7.jpg,,,,
m4-v3-e6479d43f0b9,A,692,92ffefd45213e99e,FAIR1M-v1.0,3408__1024__0___0,26,crops/92ffefd45213e99e.jpg,,,,
m4-v3-e6479d43f0b9,A,693,c42c84917b2dd375,DIOR-R,23046,53,crops/c42c84917b2dd375.jpg,,,,
m4-v3-e6479d43f0b9,A,694,f5aed09ba3b21d74,SODA-A,02402__800__2400___1800,357,crops/f5aed09ba3b21d74.jpg,,,,
m4-v3-e6479d43f0b9,A,695,8b6930e6cbb1eb75,SODA-A,00855__800__3600___1985,287,crops/8b6930e6cbb1eb75.jpg,,,,
m4-v3-e6479d43f0b9,A,696,2614083b95018c70,FAIR1M-v1.0,1863__1024__0___0,251,crops/2614083b95018c70.jpg,,,,
m4-v3-e6479d43f0b9,A,697,741bb436a2946761,SODA-A,00063__800__1200___0,80,crops/741bb436a2946761.jpg,,,,
m4-v3-e6479d43f0b9,A,698,750be07b8cb2b040,FAIR1M-v1.0,11771__1024__824___976,5,crops/750be07b8cb2b040.jpg,,,,
m4-v3-e6479d43f0b9,A,699,5668d64fa67d686b,FAIR1M-v1.0,1197__1024__0___0,59,crops/5668d64fa67d686b.jpg,,,,
m4-v3-e6479d43f0b9,A,700,4fbbfaba8296a0fd,DIOR-R,22501,7,crops/4fbbfaba8296a0fd.jpg,,,,
m4-v3-e6479d43f0b9,A,701,5d5f74c1fcfdb63e,DIOR-R,23446,33,crops/5d5f74c1fcfdb63e.jpg,,,,
m4-v3-e6479d43f0b9,A,702,28867127259fe47e,FAIR1M-v1.0,11455__1024__0___0,316,crops/28867127259fe47e.jpg,,,,
m4-v3-e6479d43f0b9,A,703,3b1d9e4733c5807b,FAIR1M-v1.0,1385__1024__0___0,92,crops/3b1d9e4733c5807b.jpg,,,,
m4-v3-e6479d43f0b9,A,704,5f10b5fbca706179,SODA-A,01044__800__3000___0,12,crops/5f10b5fbca706179.jpg,,,,
m4-v3-e6479d43f0b9,A,705,985559391ce96b89,FAIR1M-v1.0,7924__1024__0___0,77,crops/985559391ce96b89.jpg,,,,
m4-v3-e6479d43f0b9,A,706,a8bb8cd356785bbc,SODA-A,02512__800__3600___1200,52,crops/a8bb8cd356785bbc.jpg,,,,
m4-v3-e6479d43f0b9,A,707,489f484f9e2779ce,SODA-A,00231__800__0___1200,99,crops/489f484f9e2779ce.jpg,,,,
m4-v3-e6479d43f0b9,A,708,f7f8123ff01b9164,DIOR-R,22816,29,crops/f7f8123ff01b9164.jpg,,,,
m4-v3-e6479d43f0b9,A,709,012df6be0eb2a73f,SODA-A,00294__800__600___0,0,crops/012df6be0eb2a73f.jpg,,,,
m4-v3-e6479d43f0b9,A,710,de8c55c9704b5cf3,DIOR-R,20025,50,crops/de8c55c9704b5cf3.jpg,,,,
m4-v3-e6479d43f0b9,A,711,7c3741826b06387f,SODA-A,01374__800__600___0,2,crops/7c3741826b06387f.jpg,,,,
m4-v3-e6479d43f0b9,A,712,9ac669110c976a77,DIOR-R,14575,68,crops/9ac669110c976a77.jpg,,,,
m4-v3-e6479d43f0b9,A,713,48a7999aa027c8c2,SODA-A,02217__800__2400___1800,0,crops/48a7999aa027c8c2.jpg,,,,
m4-v3-e6479d43f0b9,A,714,7bbd3cf204cf6a82,SODA-A,02114__800__2400___1985,215,crops/7bbd3cf204cf6a82.jpg,,,,
m4-v3-e6479d43f0b9,A,715,40f7ac85305fdf3f,FAIR1M-v1.0,14498__1024__0___0,8,crops/40f7ac85305fdf3f.jpg,,,,
m4-v3-e6479d43f0b9,A,716,ef2c72ef25ef5764,DIOR-R,18620,103,crops/ef2c72ef25ef5764.jpg,,,,
m4-v3-e6479d43f0b9,A,717,828b5e5f7ed11d9b,DIOR-R,13030,1,crops/828b5e5f7ed11d9b.jpg,,,,
m4-v3-e6479d43f0b9,A,718,61b0ae41a697b69d,DIOR-R,19661,2,crops/61b0ae41a697b69d.jpg,,,,
m4-v3-e6479d43f0b9,A,719,6085ce2fd18629ec,DIOR-R,15778,57,crops/6085ce2fd18629ec.jpg,,,,
m4-v3-e6479d43f0b9,A,720,0172f45b55512cec,DIOR-R,17331,14,crops/0172f45b55512cec.jpg,,,,
m4-v3-e6479d43f0b9,A,721,766155af6b43fe77,SODA-A,00283__800__1800___1200,411,crops/766155af6b43fe77.jpg,,,,
m4-v3-e6479d43f0b9,A,722,3abb6b47dbc7b367,FAIR1M-v1.0,15915__1024__0___0,10,crops/3abb6b47dbc7b367.jpg,,,,
m4-v3-e6479d43f0b9,A,723,950c338f95ebb9e7,FAIR1M-v1.0,5414__1024__0___0,132,crops/950c338f95ebb9e7.jpg,,,,
m4-v3-e6479d43f0b9,A,724,db8e34f1fd97d6b8,DIOR-R,17206,22,crops/db8e34f1fd97d6b8.jpg,,,,
m4-v3-e6479d43f0b9,A,725,daaa5a4397bc1e3e,FAIR1M-v1.0,14131__1024__0___0,51,crops/daaa5a4397bc1e3e.jpg,,,,
m4-v3-e6479d43f0b9,A,726,6bb98bca1424bb2d,SODA-A,01347__800__1200___1800,16,crops/6bb98bca1424bb2d.jpg,,,,
m4-v3-e6479d43f0b9,A,727,f0471eae3cb852eb,FAIR1M-v1.0,9688__1024__0___0,24,crops/f0471eae3cb852eb.jpg,,,,
m4-v3-e6479d43f0b9,A,728,28bb4b8256463761,FAIR1M-v1.0,8783__1024__0___0,61,crops/28bb4b8256463761.jpg,,,,
m4-v3-e6479d43f0b9,A,729,540df4b11d59445b,SODA-A,00976__800__3000___2011,67,crops/540df4b11d59445b.jpg,,,,
m4-v3-e6479d43f0b9,A,730,adf56d09e17e6a67,SODA-A,01028__800__4000___1800,69,crops/adf56d09e17e6a67.jpg,,,,
m4-v3-e6479d43f0b9,A,731,dc380846a1ee5cc1,SODA-A,02511__800__2400___600,42,crops/dc380846a1ee5cc1.jpg,,,,
m4-v3-e6479d43f0b9,A,732,62d1cbc614d2e106,SODA-A,02083__800__3000___0,39,crops/62d1cbc614d2e106.jpg,,,,
m4-v3-e6479d43f0b9,A,733,fa05af3ac256e458,DIOR-R,21454,0,crops/fa05af3ac256e458.jpg,,,,
m4-v3-e6479d43f0b9,A,734,6ec6e800225ef723,DIOR-R,20489,23,crops/6ec6e800225ef723.jpg,,,,
m4-v3-e6479d43f0b9,A,735,acb73a2f5eed3eb2,SODA-A,02227__800__3000___600,57,crops/acb73a2f5eed3eb2.jpg,,,,
m4-v3-e6479d43f0b9,A,736,e889979e31ecc36c,FAIR1M-v1.0,14426__1024__0___0,61,crops/e889979e31ecc36c.jpg,,,,
m4-v3-e6479d43f0b9,A,737,eb13901d7a0e7063,DIOR-R,19745,8,crops/eb13901d7a0e7063.jpg,,,,
m4-v3-e6479d43f0b9,A,738,d77a1247d5dceb94,DIOR-R,11985,3,crops/d77a1247d5dceb94.jpg,,,,
m4-v3-e6479d43f0b9,A,739,dd3e80fe25ce4450,FAIR1M-v1.0,13958__1024__0___0,35,crops/dd3e80fe25ce4450.jpg,,,,
m4-v3-e6479d43f0b9,A,740,1201f758fb410111,SODA-A,00733__800__3000___1800,140,crops/1201f758fb410111.jpg,,,,
m4-v3-e6479d43f0b9,A,741,a66c352023e57582,FAIR1M-v1.0,1024__1024__476___476,34,crops/a66c352023e57582.jpg,,,,
m4-v3-e6479d43f0b9,A,742,129f458ad04ac8a9,FAIR1M-v1.0,12601__1024__0___0,5,crops/129f458ad04ac8a9.jpg,,,,
m4-v3-e6479d43f0b9,A,743,355fe495d26af425,FAIR1M-v1.0,4861__1024__0___0,367,crops/355fe495d26af425.jpg,,,,
m4-v3-e6479d43f0b9,A,744,6138a5987be81215,DIOR-R,14125,100,crops/6138a5987be81215.jpg,,,,
m4-v3-e6479d43f0b9,A,745,35731e043482a005,SODA-A,01355__800__0___600,202,crops/35731e043482a005.jpg,,,,
m4-v3-e6479d43f0b9,A,746,3722c792fe87f6ec,FAIR1M-v1.0,425__1024__0___0,11,crops/3722c792fe87f6ec.jpg,,,,
m4-v3-e6479d43f0b9,A,747,41b62e504e8a3961,FAIR1M-v1.0,3389__1024__0___0,180,crops/41b62e504e8a3961.jpg,,,,
m4-v3-e6479d43f0b9,A,748,6012f09e9012fae6,DIOR-R,20768,6,crops/6012f09e9012fae6.jpg,,,,
m4-v3-e6479d43f0b9,A,749,57072f24eaa4aad0,SODA-A,00266__800__3991___1908,36,crops/57072f24eaa4aad0.jpg,,,,
m4-v3-e6479d43f0b9,A,750,4643eb8de6bbb3fd,FAIR1M-v1.0,13574__1024__0___0,66,crops/4643eb8de6bbb3fd.jpg,,,,
m4-v3-e6479d43f0b9,A,751,b29ba09593a29867,DIOR-R,15235,27,crops/b29ba09593a29867.jpg,,,,
m4-v3-e6479d43f0b9,A,752,6debc5abc56e8aeb,DIOR-R,20545,4,crops/6debc5abc56e8aeb.jpg,,,,
m4-v3-e6479d43f0b9,A,753,d1e3423e7b1a62be,DIOR-R,22774,11,crops/d1e3423e7b1a62be.jpg,,,,
m4-v3-e6479d43f0b9,A,754,e311483df06e7d2a,SODA-A,00967__800__600___600,335,crops/e311483df06e7d2a.jpg,,,,
m4-v3-e6479d43f0b9,A,755,8729f155cc789c31,DIOR-R,13361,0,crops/8729f155cc789c31.jpg,,,,
m4-v3-e6479d43f0b9,A,756,6933a5eef0b5f687,DIOR-R,12290,0,crops/6933a5eef0b5f687.jpg,,,,
m4-v3-e6479d43f0b9,A,757,9848ffb11c07dcc6,FAIR1M-v1.0,11790__1024__976___824,2,crops/9848ffb11c07dcc6.jpg,,,,
m4-v3-e6479d43f0b9,A,758,a0f2fa80c930332f,DIOR-R,21446,2,crops/a0f2fa80c930332f.jpg,,,,
m4-v3-e6479d43f0b9,A,759,fa15dd12aae116d8,SODA-A,01447__800__3600___1200,13,crops/fa15dd12aae116d8.jpg,,,,
m4-v3-e6479d43f0b9,A,760,72c9db19d9d702dc,SODA-A,01795__800__1800___1200,238,crops/72c9db19d9d702dc.jpg,,,,
m4-v3-e6479d43f0b9,A,761,a5fd4afe2b9b424d,DIOR-R,20444,43,crops/a5fd4afe2b9b424d.jpg,,,,
m4-v3-e6479d43f0b9,A,762,424f740b398677f5,DIOR-R,19148,2,crops/424f740b398677f5.jpg,,,,
m4-v3-e6479d43f0b9,A,763,46c1934186e49d83,SODA-A,00201__800__3955___1200,91,crops/46c1934186e49d83.jpg,,,,
m4-v3-e6479d43f0b9,A,764,91d73e4f2d0063ed,FAIR1M-v1.0,344__1024__0___0,291,crops/91d73e4f2d0063ed.jpg,,,,
m4-v3-e6479d43f0b9,A,765,59b6fa216786128c,SODA-A,01002__800__3600___600,5,crops/59b6fa216786128c.jpg,,,,
m4-v3-e6479d43f0b9,A,766,5a3edcb6cc00fdea,DIOR-R,20881,27,crops/5a3edcb6cc00fdea.jpg,,,,
m4-v3-e6479d43f0b9,A,767,a3559cc1ddd6b3bf,DIOR-R,16204,0,crops/a3559cc1ddd6b3bf.jpg,,,,
m4-v3-e6479d43f0b9,A,768,723c03c38b33af82,FAIR1M-v1.0,8129__1024__0___0,8,crops/723c03c38b33af82.jpg,,,,
