evaluation_unit,dataset,risk_endpoint,alpha_label,alpha_type,alpha,coverage,fit_threshold,selected_calibration_instances,nonempty_calibration_scenes,conditional_scene_risk,hb_ucb,pointwise_pass,prefix_open_before,prefix_open_after,after_first_failure_pointwise_pass
E,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006752,0.300000,1.000001,9493,437,0.000000,0.005255,True,False,False,True
E,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006752,0.400000,1.000001,12886,622,0.000000,0.003695,True,False,False,True
E,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006752,0.500000,1.000001,17835,802,0.000000,0.002867,True,False,False,True
E,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006752,0.600000,1.000000,21511,963,0.000000,0.002388,True,False,False,True
E,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006752,0.700000,1.000000,28167,1209,0.000000,0.001903,True,False,False,True
E,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006752,0.800000,1.000000,33629,1445,0.000000,0.001592,True,False,False,True
E,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006752,0.900000,1.000000,39163,1674,0.000000,0.001375,True,False,False,True
E,SODA-A,angle_error_gt_10deg,relative_0.5_r_fit,relative,0.006752,1.000000,0.000000,44229,1858,0.013787,0.019851,False,False,False,False
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.010000,1.000001,714,21,0.000000,0.103849,False,True,False,False
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.025000,1.000001,1179,41,0.000000,0.054613,False,False,False,False
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.050000,1.000001,1970,71,0.000000,0.031911,False,False,False,False
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.100000,1.000001,4002,153,0.000000,0.014937,False,False,False,False
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.200000,1.000001,7032,287,0.000000,0.007991,False,False,False,False
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.300000,1.000001,9493,437,0.000000,0.005255,False,False,False,False
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.400000,1.000001,12886,622,0.000000,0.003695,False,False,False,False
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.500000,1.000001,17835,802,0.000000,0.002867,True,False,False,True
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.600000,1.000000,21511,963,0.000000,0.002388,True,False,False,True
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.700000,1.000000,28167,1209,0.000000,0.001903,True,False,False,True
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.800000,1.000000,33629,1445,0.000000,0.001592,True,False,False,True
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,0.900000,1.000000,39163,1674,0.000000,0.001375,True,False,False,True
E,SODA-A,angle_error_gt_10deg,relative_0.25_r_fit,relative,0.003376,1.000000,0.000000,44229,1858,0.013787,0.019851,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.010000,1.000001,726,21,0.000000,0.103849,False,True,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.025000,1.000001,1194,41,0.000000,0.054613,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.050000,1.000001,1966,70,0.000000,0.032359,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.100000,1.000001,4030,153,0.000000,0.014937,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.200000,1.000001,7074,287,0.000000,0.007991,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.300000,1.000001,9574,437,0.000000,0.005255,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.400000,1.000001,12996,619,0.000000,0.003713,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.500000,1.000001,17789,796,0.000000,0.002889,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.600000,1.000000,21258,957,0.000000,0.002403,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.700000,1.000000,28281,1200,0.000000,0.001917,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.800000,1.000000,33798,1437,0.000000,0.001601,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,0.900000,1.000000,39366,1663,0.000000,0.001384,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.001,absolute,0.001000,1.000000,0.000000,44232,1858,0.003870,0.007827,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.010000,1.000001,726,21,0.000000,0.103849,False,True,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.025000,1.000001,1194,41,0.000000,0.054613,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.050000,1.000001,1966,70,0.000000,0.032359,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.100000,1.000001,4030,153,0.000000,0.014937,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.200000,1.000001,7074,287,0.000000,0.007991,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.300000,1.000001,9574,437,0.000000,0.005255,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.400000,1.000001,12996,619,0.000000,0.003713,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.500000,1.000001,17789,796,0.000000,0.002889,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.600000,1.000000,21258,957,0.000000,0.002403,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.700000,1.000000,28281,1200,0.000000,0.001917,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.800000,1.000000,33798,1437,0.000000,0.001601,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,0.900000,1.000000,39366,1663,0.000000,0.001384,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.0025,absolute,0.002500,1.000000,0.000000,44232,1858,0.003870,0.007827,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.010000,1.000001,726,21,0.000000,0.103849,False,True,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.025000,1.000001,1194,41,0.000000,0.054613,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.050000,1.000001,1966,70,0.000000,0.032359,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.100000,1.000001,4030,153,0.000000,0.014937,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.200000,1.000001,7074,287,0.000000,0.007991,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.300000,1.000001,9574,437,0.000000,0.005255,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.400000,1.000001,12996,619,0.000000,0.003713,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.500000,1.000001,17789,796,0.000000,0.002889,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.600000,1.000000,21258,957,0.000000,0.002403,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.700000,1.000000,28281,1200,0.000000,0.001917,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.800000,1.000000,33798,1437,0.000000,0.001601,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,0.900000,1.000000,39366,1663,0.000000,0.001384,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.005,absolute,0.005000,1.000000,0.000000,44232,1858,0.003870,0.007827,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.010000,1.000001,726,21,0.000000,0.103849,False,True,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.025000,1.000001,1194,41,0.000000,0.054613,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.050000,1.000001,1966,70,0.000000,0.032359,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.100000,1.000001,4030,153,0.000000,0.014937,False,False,False,False
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.200000,1.000001,7074,287,0.000000,0.007991,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.300000,1.000001,9574,437,0.000000,0.005255,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.400000,1.000001,12996,619,0.000000,0.003713,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.500000,1.000001,17789,796,0.000000,0.002889,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.600000,1.000000,21258,957,0.000000,0.002403,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.700000,1.000000,28281,1200,0.000000,0.001917,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.800000,1.000000,33798,1437,0.000000,0.001601,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,0.900000,1.000000,39366,1663,0.000000,0.001384,True,False,False,True
E,SODA-A,angle_error_gt_15deg,absolute_0.01,absolute,0.010000,1.000000,0.000000,44232,1858,0.003870,0.007827,True,False,False,True
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.010000,1.000001,726,21,0.000000,0.103849,False,True,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.025000,1.000001,1194,41,0.000000,0.054613,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.050000,1.000001,1966,70,0.000000,0.032359,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.100000,1.000001,4030,153,0.000000,0.014937,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.200000,1.000001,7074,287,0.000000,0.007991,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.300000,1.000001,9574,437,0.000000,0.005255,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.400000,1.000001,12996,619,0.000000,0.003713,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.500000,1.000001,17789,796,0.000000,0.002889,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.600000,1.000000,21258,957,0.000000,0.002403,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.700000,1.000000,28281,1200,0.000000,0.001917,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.800000,1.000000,33798,1437,0.000000,0.001601,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,0.900000,1.000000,39366,1663,0.000000,0.001384,True,False,False,True
E,SODA-A,angle_error_gt_15deg,relative_0.5_r_fit,relative,0.001466,1.000000,0.000000,44232,1858,0.003870,0.007827,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.010000,1.000001,726,21,0.000000,0.103849,False,True,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.025000,1.000001,1194,41,0.000000,0.054613,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.050000,1.000001,1966,70,0.000000,0.032359,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.100000,1.000001,4030,153,0.000000,0.014937,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.200000,1.000001,7074,287,0.000000,0.007991,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.300000,1.000001,9574,437,0.000000,0.005255,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.400000,1.000001,12996,619,0.000000,0.003713,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.500000,1.000001,17789,796,0.000000,0.002889,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.600000,1.000000,21258,957,0.000000,0.002403,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.700000,1.000000,28281,1200,0.000000,0.001917,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.800000,1.000000,33798,1437,0.000000,0.001601,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,0.900000,1.000000,39366,1663,0.000000,0.001384,False,False,False,False
E,SODA-A,angle_error_gt_15deg,relative_0.25_r_fit,relative,0.000733,1.000000,0.000000,44232,1858,0.003870,0.007827,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.010000,1.000001,930,21,0.000000,0.103849,False,True,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.025000,1.000001,1489,41,0.000000,0.054613,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.050000,1.000001,2540,71,0.000000,0.031911,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.100000,1.000001,4953,159,0.000000,0.014377,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.200000,1.000001,8411,293,0.000000,0.007828,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.300000,1.000001,11535,457,0.000000,0.005026,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.400000,1.000001,15957,654,0.000000,0.003515,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.500000,1.000001,21743,828,0.000000,0.002777,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.600000,1.000000,26631,1004,0.000000,0.002291,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.700000,1.000000,34279,1234,0.000000,0.001864,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.800000,1.000000,40691,1467,0.000000,0.001568,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,0.900000,1.000000,46710,1686,0.000000,0.001365,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.001,absolute,0.001000,1.000000,0.000000,52881,1886,0.004824,0.009094,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.010000,1.000001,930,21,0.000000,0.103849,False,True,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.025000,1.000001,1489,41,0.000000,0.054613,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.050000,1.000001,2540,71,0.000000,0.031911,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.100000,1.000001,4953,159,0.000000,0.014377,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.200000,1.000001,8411,293,0.000000,0.007828,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.300000,1.000001,11535,457,0.000000,0.005026,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.400000,1.000001,15957,654,0.000000,0.003515,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.500000,1.000001,21743,828,0.000000,0.002777,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.600000,1.000000,26631,1004,0.000000,0.002291,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.700000,1.000000,34279,1234,0.000000,0.001864,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.800000,1.000000,40691,1467,0.000000,0.001568,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,0.900000,1.000000,46710,1686,0.000000,0.001365,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.0025,absolute,0.002500,1.000000,0.000000,52881,1886,0.004824,0.009094,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.010000,1.000001,930,21,0.000000,0.103849,False,True,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.025000,1.000001,1489,41,0.000000,0.054613,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.050000,1.000001,2540,71,0.000000,0.031911,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.100000,1.000001,4953,159,0.000000,0.014377,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.200000,1.000001,8411,293,0.000000,0.007828,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.300000,1.000001,11535,457,0.000000,0.005026,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.400000,1.000001,15957,654,0.000000,0.003515,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.500000,1.000001,21743,828,0.000000,0.002777,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.600000,1.000000,26631,1004,0.000000,0.002291,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.700000,1.000000,34279,1234,0.000000,0.001864,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.800000,1.000000,40691,1467,0.000000,0.001568,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,0.900000,1.000000,46710,1686,0.000000,0.001365,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.005,absolute,0.005000,1.000000,0.000000,52881,1886,0.004824,0.009094,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.010000,1.000001,930,21,0.000000,0.103849,False,True,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.025000,1.000001,1489,41,0.000000,0.054613,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.050000,1.000001,2540,71,0.000000,0.031911,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.100000,1.000001,4953,159,0.000000,0.014377,False,False,False,False
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.200000,1.000001,8411,293,0.000000,0.007828,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.300000,1.000001,11535,457,0.000000,0.005026,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.400000,1.000001,15957,654,0.000000,0.003515,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.500000,1.000001,21743,828,0.000000,0.002777,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.600000,1.000000,26631,1004,0.000000,0.002291,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.700000,1.000000,34279,1234,0.000000,0.001864,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.800000,1.000000,40691,1467,0.000000,0.001568,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,0.900000,1.000000,46710,1686,0.000000,0.001365,True,False,False,True
F,SODA-A,geometry_normalized_severe,absolute_0.01,absolute,0.010000,1.000000,0.000000,52881,1886,0.004824,0.009094,True,False,False,True
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.010000,1.000001,930,21,0.000000,0.103849,False,True,False,False
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.025000,1.000001,1489,41,0.000000,0.054613,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.050000,1.000001,2540,71,0.000000,0.031911,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.100000,1.000001,4953,159,0.000000,0.014377,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.200000,1.000001,8411,293,0.000000,0.007828,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.300000,1.000001,11535,457,0.000000,0.005026,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.400000,1.000001,15957,654,0.000000,0.003515,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.500000,1.000001,21743,828,0.000000,0.002777,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.600000,1.000000,26631,1004,0.000000,0.002291,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.700000,1.000000,34279,1234,0.000000,0.001864,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.800000,1.000000,40691,1467,0.000000,0.001568,True,False,False,True
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,0.900000,1.000000,46710,1686,0.000000,0.001365,True,False,False,True
F,SODA-A,geometry_normalized_severe,relative_0.5_r_fit,relative,0.001813,1.000000,0.000000,52881,1886,0.004824,0.009094,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.010000,1.000001,930,21,0.000000,0.103849,False,True,False,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.025000,1.000001,1489,41,0.000000,0.054613,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.050000,1.000001,2540,71,0.000000,0.031911,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.100000,1.000001,4953,159,0.000000,0.014377,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.200000,1.000001,8411,293,0.000000,0.007828,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.300000,1.000001,11535,457,0.000000,0.005026,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.400000,1.000001,15957,654,0.000000,0.003515,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.500000,1.000001,21743,828,0.000000,0.002777,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.600000,1.000000,26631,1004,0.000000,0.002291,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.700000,1.000000,34279,1234,0.000000,0.001864,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.800000,1.000000,40691,1467,0.000000,0.001568,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,0.900000,1.000000,46710,1686,0.000000,0.001365,False,False,False,False
F,SODA-A,geometry_normalized_severe,relative_0.25_r_fit,relative,0.000907,1.000000,0.000000,52881,1886,0.004824,0.009094,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.010000,1.000001,790,24,0.000000,0.091482,False,True,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.025000,1.000001,1292,41,0.000000,0.054613,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.050000,1.000001,2257,73,0.000000,0.031050,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.100000,1.000001,4802,167,0.000000,0.013693,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.200000,1.000001,7934,321,0.000000,0.007147,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.300000,1.000001,11324,511,0.000000,0.004496,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.400000,1.000001,15629,696,0.000000,0.003303,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.500000,1.000000,21833,912,0.000000,0.002522,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.600000,1.000000,28874,1136,0.000000,0.002025,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.700000,1.000000,35649,1407,0.000000,0.001635,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.800000,1.000000,41797,1661,0.000000,0.001385,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,0.900000,0.000001,47485,1863,0.004414,0.008569,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.001,absolute,0.001000,1.000000,0.000000,52883,1886,0.110096,0.123979,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.010000,1.000001,790,24,0.000000,0.091482,False,True,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.025000,1.000001,1292,41,0.000000,0.054613,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.050000,1.000001,2257,73,0.000000,0.031050,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.100000,1.000001,4802,167,0.000000,0.013693,False,False,False,False
F,SODA-A,angle_error_gt_5deg,absolute_0.0025,absolute,0.002500,0.200000,1.000001,7934,321,0.000000,0.007147,False,False,False,False
