cell,track,dose_deg,stratum,matched_count,severe_count,status,severe_rate,mean_angle_error_deg
SODA-A/23,S,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,25,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9905480222303842,
SODA-A/23,S,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,30,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9974102691412874,
SODA-A/23,S,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/23,S,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,P,0,all,262335,948,COMPUTED_R011,0.0036137000400251586,2.325496711047417
SODA-A/4,P,0,"[2.1,3)",205979,633,COMPUTED_R011,0.0030731288141024084,2.58161646766085
SODA-A/4,P,0,"[3,5)",38665,183,COMPUTED_R011,0.00473296262769947,1.5634634241830143
SODA-A/4,P,0,"[5,+inf)",17691,132,COMPUTED_R011,0.0074614210615567235,1.00893606942932
SODA-A/4,P,2,all,262304,1303,COMPUTED_R011,0.004967518604367452,2.951139718575289
SODA-A/4,P,2,"[2.1,3)",205964,849,COMPUTED_R011,0.004122079586723893,3.1178584154754665
SODA-A/4,P,2,"[3,5)",38654,291,COMPUTED_R011,0.007528328245459719,2.434854678538866
SODA-A/4,P,2,"[5,+inf)",17686,163,COMPUTED_R011,0.009216329300011308,2.137978588259228
SODA-A/4,P,5,all,262002,8315,COMPUTED_R011,0.03173639895878658,5.225167851700731
SODA-A/4,P,5,"[2.1,3)",205824,2362,COMPUTED_R011,0.011475824004975124,5.272908375612392
SODA-A/4,P,5,"[3,5)",38545,2115,COMPUTED_R011,0.05487093008172266,5.081318151510857
SODA-A/4,P,5,"[5,+inf)",17633,3838,COMPUTED_R011,0.21766006918845346,4.9823584091903195
SODA-A/4,P,10,all,260038,68568,COMPUTED_R011,0.2636845384136165,9.963340814065665
SODA-A/4,P,10,"[2.1,3)",205241,23033,COMPUTED_R011,0.11222416573686544,9.969369698504513
SODA-A/4,P,10,"[3,5)",37986,29026,COMPUTED_R011,0.7641236244932343,9.973677359041666
SODA-A/4,P,10,"[5,+inf)",16811,16509,COMPUTED_R011,0.9820355719469395,9.866379403763117
SODA-A/4,P,15,all,239535,156668,COMPUTED_R011,0.6540505562861377,14.863098527335575
SODA-A/4,P,15,"[2.1,3)",203911,121664,COMPUTED_R011,0.5966524611227447,14.907786309601532
SODA-A/4,P,15,"[3,5)",31577,31004,COMPUTED_R011,0.9818538809893277,14.74594361864711
SODA-A/4,P,15,"[5,+inf)",4047,4000,COMPUTED_R011,0.9883864591055103,13.525581893285814
SODA-A/4,P,20,all,216090,200199,COMPUTED_R011,0.9264611967235874,19.81826545095297
SODA-A/4,P,20,"[2.1,3)",200871,185034,COMPUTED_R011,0.9211583553623968,19.846513884359425
SODA-A/4,P,20,"[3,5)",15057,15011,COMPUTED_R011,0.9969449425516371,19.517797259956556
SODA-A/4,P,20,"[5,+inf)",162,154,COMPUTED_R011,0.9506172839506173,12.718626470286793
SODA-A/4,P,25,all,198912,196476,COMPUTED_R011,0.9877533783783784,24.66165032081078
SODA-A/4,P,25,"[2.1,3)",191667,189240,COMPUTED_R011,0.9873374133262377,24.695158529109694
SODA-A/4,P,25,"[3,5)",7225,7218,COMPUTED_R011,0.9990311418685122,23.805351174035373
SODA-A/4,P,25,"[5,+inf)",20,18,COMPUTED_R011,0.9,12.878829093564402
SODA-A/4,P,30,all,163314,162847,COMPUTED_R011,0.9971404778524805,29.278557147868543
SODA-A/4,P,30,"[2.1,3)",162059,161592,COMPUTED_R011,0.9971183334464608,29.301570340754942
SODA-A/4,P,30,"[3,5)",1251,1251,COMPUTED_R011,1.0,26.351484047202714
SODA-A/4,P,30,"[5,+inf)",4,4,COMPUTED_R011,1.0,12.346912889477563
SODA-A/4,D,0,all,262335,948,COMPUTED_R011,0.0036137000400251586,2.325496711047417
SODA-A/4,D,0,"[2.1,3)",205979,633,COMPUTED_R011,0.0030731288141024084,2.58161646766085
SODA-A/4,D,0,"[3,5)",38665,183,COMPUTED_R011,0.00473296262769947,1.5634634241830143
SODA-A/4,D,0,"[5,+inf)",17691,132,COMPUTED_R011,0.0074614210615567235,1.00893606942932
SODA-A/4,D,2,all,262195,2281,COMPUTED_R011,0.008699631953317188,4.321460796661873
SODA-A/4,D,2,"[2.1,3)",205920,1405,COMPUTED_R011,0.006823038073038073,4.579109790674804
SODA-A/4,D,2,"[3,5)",38621,490,COMPUTED_R011,0.012687398047694259,3.553801175163269
SODA-A/4,D,2,"[5,+inf)",17654,386,COMPUTED_R011,0.02186473320493939,2.9955687265783904
SODA-A/4,D,5,all,261659,16444,COMPUTED_R011,0.06284515342487741,7.311604330263891
SODA-A/4,D,5,"[2.1,3)",205709,4678,COMPUTED_R011,0.02274086209159541,7.571953054395409
SODA-A/4,D,5,"[3,5)",38409,4344,COMPUTED_R011,0.11309849254081075,6.529831996905218
SODA-A/4,D,5,"[5,+inf)",17541,7422,COMPUTED_R011,0.4231229690439542,5.97023370484941
SODA-A/4,D,10,all,258339,98524,COMPUTED_R011,0.3813748601643577,12.291241446842331
SODA-A/4,D,10,"[2.1,3)",204803,46431,COMPUTED_R011,0.22671054623223294,12.553550697538808
SODA-A/4,D,10,"[3,5)",37429,35999,COMPUTED_R011,0.961794330599268,11.469157812086094
SODA-A/4,D,10,"[5,+inf)",16107,16094,COMPUTED_R011,0.9991928974979822,10.866273848588701
SODA-A/4,D,15,all,229908,210055,COMPUTED_R011,0.9136480679228213,17.38745782892468
SODA-A/4,D,15,"[2.1,3)",202813,182982,COMPUTED_R011,0.9022202718760631,17.52054307352565
SODA-A/4,D,15,"[3,5)",26279,26265,COMPUTED_R011,0.9994672552228014,16.42703070420314
SODA-A/4,D,15,"[5,+inf)",816,808,COMPUTED_R011,0.9901960784313726,15.239966036373135
SODA-A/4,D,20,all,210470,210175,COMPUTED_R011,0.99859837506533,22.402479671472246
SODA-A/4,D,20,"[2.1,3)",198117,197831,COMPUTED_R011,0.9985564085868451,22.45433095011675
SODA-A/4,D,20,"[3,5)",12347,12343,COMPUTED_R011,0.9996760346642909,21.57903756795269
SODA-A/4,D,20,"[5,+inf)",6,1,COMPUTED_R011,0.16666666666666666,4.805793166988182
SODA-A/4,D,25,all,188134,188087,COMPUTED_R011,0.999750178064571,27.272634991330793
SODA-A/4,D,25,"[2.1,3)",183604,183559,COMPUTED_R011,0.9997549073004945,27.30210884217253
SODA-A/4,D,25,"[3,5)",4527,4527,COMPUTED_R011,1.0,26.09058298868807
SODA-A/4,D,25,"[5,+inf)",3,1,COMPUTED_R011,0.3333333333333333,7.150136998806193
SODA-A/4,D,30,all,139479,139456,COMPUTED_R011,0.9998351006244668,32.03965957672326
SODA-A/4,D,30,"[2.1,3)",139409,139386,COMPUTED_R011,0.999835017825248,32.040738990207515
SODA-A/4,D,30,"[3,5)",68,68,COMPUTED_R011,1.0,30.463619241850825
SODA-A/4,D,30,"[5,+inf)",2,2,COMPUTED_R011,1.0,10.385053748512707
SODA-A/4,+,0,all,,,COMPUTED_COMPONENT_ALL_R011,0.0036137000400251586,
SODA-A/4,+,0,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,0,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,0,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,2,all,,,COMPUTED_COMPONENT_ALL_R011,0.004967518604367452,
SODA-A/4,+,2,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,2,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,2,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,5,all,,,COMPUTED_COMPONENT_ALL_R011,0.03173639895878658,
SODA-A/4,+,5,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,5,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,10,all,,,COMPUTED_COMPONENT_ALL_R011,0.2636845384136165,
SODA-A/4,+,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,15,all,,,COMPUTED_COMPONENT_ALL_R011,0.6540505562861377,
SODA-A/4,+,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,20,all,,,COMPUTED_COMPONENT_ALL_R011,0.9264611967235874,
SODA-A/4,+,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,25,all,,,COMPUTED_COMPONENT_ALL_R011,0.9877533783783784,
SODA-A/4,+,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,30,all,,,COMPUTED_COMPONENT_ALL_R011,0.9971404778524805,
SODA-A/4,+,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,+,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,0,all,,,COMPUTED_COMPONENT_ALL_R011,0.0036137000400251586,
SODA-A/4,-,0,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,0,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,0,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,2,all,,,COMPUTED_COMPONENT_ALL_R011,0.005452625076737118,
SODA-A/4,-,2,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,2,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,2,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,5,all,,,COMPUTED_COMPONENT_ALL_R011,0.033294646743072684,
SODA-A/4,-,5,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,5,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,10,all,,,COMPUTED_COMPONENT_ALL_R011,0.26226201565904245,
SODA-A/4,-,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,15,all,,,COMPUTED_COMPONENT_ALL_R011,0.6667992114284279,
SODA-A/4,-,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,20,all,,,COMPUTED_COMPONENT_ALL_R011,0.932471882561405,
SODA-A/4,-,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,25,all,,,COMPUTED_COMPONENT_ALL_R011,0.9868959745837029,
SODA-A/4,-,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,30,all,,,COMPUTED_COMPONENT_ALL_R011,0.9967650032166161,
SODA-A/4,-,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,-,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,0,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.0036137000400251586,
SODA-A/4,S,0,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,0,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,0,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,2,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.005210071840552285,
SODA-A/4,S,2,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,2,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,2,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,5,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.03251552285092963,
SODA-A/4,S,5,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,5,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,5,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,10,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.26297327703632944,
SODA-A/4,S,10,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,10,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,10,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,15,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.6604248838572828,
SODA-A/4,S,15,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,15,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,15,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,20,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9294665396424961,
SODA-A/4,S,20,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,20,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,20,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,25,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9873246764810406,
SODA-A/4,S,25,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,25,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,25,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,30,all,,,COMPUTED_SYMMETRIC_ALL_R011,0.9969527405345483,
SODA-A/4,S,30,"[2.1,3)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,30,"[3,5)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
SODA-A/4,S,30,"[5,+inf)",,,NOT_AVAILABLE_COMPONENT_STRATUM_R011,,
